0,dit_000,8.33
0,dit_001,8.33
0,dit_002,8.33
0,dit_003,8.33
0,dit_004,8.34
0,dit_005,8.35
0,dit_006,8.35
0,dit_007,8.36
0,dit_008,8.36
0,dit_009,8.36
0,image_encoder,0.03
0,scheduler_000,0.2
0,scheduler_001,0.21
0,scheduler_002,0.78
0,scheduler_003,0.21
0,scheduler_004,0.21
0,scheduler_005,0.21
0,scheduler_006,0.21
0,scheduler_007,0.21
0,scheduler_008,0.21
0,scheduler_009,0.21
0,scheduler_setup,0.72
0,text_encoder,0.2
0,total,105.63
0,vae_decoder,10.64
0,vae_encoder,6.75
1,dit_000,8.4
1,dit_001,8.35
1,dit_002,8.36
1,dit_003,8.37
1,dit_004,8.37
1,dit_005,8.37
1,dit_006,8.38
1,dit_007,8.38
1,dit_008,8.38
1,dit_009,8.38
1,image_encoder,0.04
1,scheduler_000,0.21
1,scheduler_001,0.21
1,scheduler_002,0.21
1,scheduler_003,0.21
1,scheduler_004,0.21
1,scheduler_005,0.21
1,scheduler_006,0.21
1,scheduler_007,0.21
1,scheduler_008,0.21
1,scheduler_009,0.21
1,scheduler_setup,0.72
1,text_encoder,0.21
1,total,105.35
1,vae_decoder,10.66
1,vae_encoder,6.71
2,dit_000,8.4
2,dit_001,8.35
2,dit_002,8.36
2,dit_003,8.37
2,dit_004,8.38
2,dit_005,8.38
2,dit_006,8.38
2,dit_007,8.38
2,dit_008,8.38
2,dit_009,8.38
2,image_encoder,0.04
2,scheduler_000,0.21
2,scheduler_001,0.21
2,scheduler_002,0.21
2,scheduler_003,0.21
2,scheduler_004,0.21
2,scheduler_005,0.21
2,scheduler_006,0.21
2,scheduler_007,0.21
2,scheduler_008,0.21
2,scheduler_009,0.21
2,scheduler_setup,0.72
2,text_encoder,0.19
2,total,105.36
2,vae_decoder,10.66
2,vae_encoder,6.71
