num_a100,num_h100,num_h200,ttff_s,tbf_s,total_time,total_energy_Ws
0,8,0,7961.258283466337,0.6198291423491201,8561.258283466337,6051240.242425818
0,16,0,2183.937875196623,0.19903552658602136,2783.937875196623,6034496.767765547
0,32,0,651.8598939920137,0.08759704047267573,1251.8598939920137,6034496.767765546
0,40,0,377.9633299544819,0.06765875717862598,977.9633299544819,6034496.767765546
0,64,0,49.129522842148944,0.04010591455375922,599.3826705197255,6034496.767765546
0,80,0,48.94972766919822,0.03131925563372915,478.6499149639622,6034496.767765547
0,96,0,47.946285273195976,0.02560753518208294,399.2816679713739,6032870.633765548
0,108,0,47.88424747154024,0.02236762354522361,354.76804251200815,6032870.633765548
0,128,0,47.80659490977213,0.018374645813566768,299.9067354719082,6032870.633765547
0,160,0,45.06013732329676,0.014234223080256668,240.35367798441823,6031769.681765547
0,256,0,43.42186237215515,0.007832527463000756,150.88413916452552,6031562.431765546
0,512,0,42.36328707622429,0.0027436789394260338,80.00656212514947,6030985.097765546
0,768,0,40.68000589165042,0.001496951607264209,61.218181943315365,6102904.97720263
0,1024,0,39.792158789972646,0.0011040046806548383,54.939103008557026,6122768.376455093
0,1536,0,34.677540658337854,0.0010078587468534787,48.50536266516758,10006802.874096753
8,0,0,17522.741481822744,1.3120778241873852,18122.741481822744,11326436.443519304
9,8,0,3554.0514861834235,0.29836907295250026,4154.051486183424,6118196.0781700155
8,16,0,1433.2543209034263,0.14389126994118726,2033.2543209034263,6126012.684318098
8,32,0,490.9958750965907,0.07527422764824672,1090.9958750965907,6084203.235203868
8,40,0,297.39945625977145,0.06135442505814597,897.3994562597715,6060495.717541422
8,64,0,55.37339525862672,0.04027780427648906,607.9848699320567,6043043.216612323
8,80,0,51.15891975953417,0.032403576535317974,495.7359898240968,6032389.618722504
8,96,0,51.101044161448044,0.02756221324251787,429.2546098487932,6032389.618722504
8,108,0,51.057058706902595,0.024889282141047773,392.53800968207804,6032389.618722503
