num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
0,8,0,0,7.61,0.04,4.66,520.6,0.0
8,0,0,0,442.95,0.07,2.48,1042.95,0.0
0,16,0,0,4.66,0.01,3.62,202.09,0.0
8,8,0,0,6.0,0.02,3.24,285.52,0.0
16,0,0,0,10.4,0.03,2.16,455.04,0.0
16,8,0,0,5.99,0.02,2.91,212.46,0.0
0,24,0,0,4.12,0.01,3.71,138.05,0.0
0,32,0,0,3.06,0.01,4.58,127.72,0.0
8,16,0,0,6.0,0.01,3.35,164.97,0.0
24,0,0,0,7.51,0.03,2.53,354.47,0.0
16,16,0,0,5.99,0.01,3.25,143.17,0.0
0,40,0,0,2.92,0.01,4.44,99.21,0.0
24,8,0,0,5.99,0.01,2.77,172.41,0.0
0,48,0,0,2.86,0.01,4.31,80.14,0.0
8,24,0,0,5.87,0.01,3.67,125.33,0.0
24,16,0,0,5.99,0.01,3.21,128.15,0.0
16,24,0,0,5.56,0.01,3.72,117.76,0.0
0,56,0,0,2.86,0.0,4.29,68.49,0.0
8,32,0,0,5.01,0.01,4.36,114.14,0.0
16,32,0,0,5.01,0.01,4.28,105.6,0.0
24,24,0,0,5.56,0.01,3.68,108.34,0.0
0,64,0,0,2.76,0.0,4.47,62.43,0.0
32,0,0,0,5.94,0.02,2.54,267.55,0.0
24,32,0,0,4.81,0.01,4.37,101.7,0.0
32,8,0,0,5.11,0.01,2.93,158.62,0.0
16,40,0,0,4.81,0.01,4.67,94.26,0.0
0,72,0,0,2.62,0.0,4.71,58.44,0.0
0,80,0,0,2.62,0.0,4.74,52.95,0.0
32,16,0,0,4.67,0.01,3.45,125.99,0.0
16,48,0,0,4.81,0.01,5.04,86.21,0.0
32,24,0,0,3.93,0.01,4.15,114.06,0.0
8,40,0,0,4.81,0.01,4.7,99.67,0.0
24,40,0,0,4.81,0.01,4.65,89.49,0.0
8,48,0,0,4.75,0.01,5.12,91.25,0.0
32,32,0,0,3.93,0.01,4.34,95.73,0.0
24,48,0,0,4.81,0.01,4.96,81.46,0.0
16,56,0,0,4.75,0.01,5.32,78.87,0.0
8,56,0,0,4.75,0.01,5.32,81.7,0.0
32,40,0,0,3.93,0.01,4.62,85.15,0.0
16,64,0,0,4.75,0.01,5.62,73.59,0.0
8,64,0,0,4.75,0.01,5.79,78.21,0.0
0,88,0,0,2.6,0.0,4.86,49.38,0.0
24,56,0,0,4.75,0.01,5.41,77.43,0.0
0,96,0,0,2.6,0.0,5.06,47.05,0.0
24,64,0,0,4.75,0.01,5.79,73.51,0.0
8,72,0,0,4.75,0.0,6.08,73.23,0.0
32,48,0,0,3.93,0.01,4.87,77.03,0.0
0,104,0,0,2.6,0.0,5.13,44.09,0.0
0,112,0,0,2.6,0.0,5.36,42.72,0.0
40,0,0,0,5.06,0.02,2.79,234.65,0.0
24,72,0,0,4.75,0.0,6.12,69.72,0.0
16,80,0,0,4.75,0.0,6.57,69.65,0.0
16,72,0,0,4.75,0.0,6.08,71.23,0.0
40,16,0,0,4.12,0.01,3.62,121.41,0.0
8,80,0,0,4.75,0.0,6.57,71.41,0.0
16,88,0,0,4.75,0.0,7.08,68.54,0.0
32,56,0,0,3.87,0.01,5.29,73.33,0.0
40,8,0,0,4.99,0.01,2.83,135.96,0.0
40,24,0,0,3.93,0.01,4.01,103.42,0.0
32,64,0,0,3.87,0.0,5.49,67.64,0.0
32,72,0,0,3.87,0.0,5.91,65.54,0.0
24,80,0,0,4.75,0.0,6.6,68.22,0.0
0,128,0,0,2.6,0.0,5.63,39.31,0.0
0,144,0,0,2.4,0.0,6.09,37.78,0.0
16,96,0,0,4.75,0.0,7.6,67.72,0.0
40,32,0,0,3.93,0.01,4.27,89.47,0.0
8,96,0,0,4.75,0.0,7.27,66.21,0.0
8,88,0,0,4.75,0.0,7.08,70.15,0.0
24,88,0,0,4.75,0.0,7.04,66.68,0.0
32,80,0,0,3.87,0.0,6.35,64.13,0.0
16,104,0,0,4.75,0.0,7.62,62.9,0.0
24,104,0,0,4.75,0.0,7.64,61.84,0.0
24,96,0,0,4.75,0.0,7.39,64.51,0.0
40,40,0,0,3.93,0.01,4.52,79.83,0.0
32,88,0,0,3.87,0.0,6.83,63.27,0.0
0,160,0,0,2.27,0.0,6.56,36.61,0.0
8,104,0,0,4.75,0.0,7.72,65.02,0.0
40,48,0,0,3.87,0.01,4.9,74.74,0.0
48,0,0,0,4.94,0.01,2.62,183.63,0.0
40,56,0,0,3.87,0.0,5.23,70.17,0.0
8,112,0,0,4.75,0.0,8.22,64.34,0.0
24,112,0,0,4.75,0.0,8.13,61.37,0.0
48,8,0,0,4.67,0.01,2.9,124.99,0.0
16,112,0,0,4.75,0.0,8.1,62.23,0.0
40,64,0,0,3.87,0.0,5.5,65.82,0.0
32,96,0,0,3.87,0.0,7.33,62.68,0.0
0,175,0,0,2.27,0.0,6.99,35.47,0.0
48,16,0,0,3.93,0.01,3.69,114.61,0.0
32,104,0,0,3.87,0.0,7.49,59.48,0.0
16,121,0,0,4.75,0.0,9.13,61.65,0.0
48,24,0,0,3.93,0.01,3.93,95.51,0.0
48,32,0,0,3.93,0.01,4.21,84.12,0.0
24,116,0,0,4.75,0.0,8.66,61.19,0.0
40,72,0,0,3.87,0.0,5.86,63.35,0.0
40,80,0,0,3.87,0.0,6.26,61.76,0.0
48,40,0,0,3.87,0.01,4.54,76.88,0.0
0,175,0,0,2.27,0.0,6.99,35.47,0.0
0,175,0,0,2.27,0.0,6.99,35.47,0.0
24,116,0,0,4.75,0.0,8.66,61.19,0.0
32,112,0,0,3.87,0.0,7.97,59.08,0.0
16,121,0,0,4.75,0.0,9.13,61.65,0.0
8,125,0,0,4.75,0.0,9.25,63.51,0.0
48,56,0,0,3.87,0.0,5.21,67.68,0.0
8,125,0,0,4.75,0.0,9.25,63.51,0.0
48,48,0,0,3.87,0.01,4.98,73.19,0.0
32,115,0,0,3.87,0.0,8.48,58.96,0.0
8,125,0,0,4.75,0.0,9.25,63.51,0.0
16,121,0,0,4.75,0.0,9.13,61.65,0.0
56,0,0,0,4.94,0.01,2.46,148.07,0.0
40,96,0,0,3.87,0.0,6.97,58.38,0.0
16,121,0,0,4.75,0.0,9.13,61.65,0.0
0,175,0,0,2.27,0.0,6.99,35.47,0.0
56,8,0,0,4.51,0.01,2.96,115.79,0.0
40,88,0,0,3.87,0.0,6.7,60.73,0.0
24,116,0,0,4.75,0.0,8.66,61.19,0.0
24,116,0,0,4.75,0.0,8.66,61.19,0.0
16,121,0,0,4.75,0.0,9.13,61.65,0.0
16,121,0,0,4.75,0.0,9.13,61.65,0.0
48,64,0,0,3.87,0.0,5.49,63.92,0.0
24,116,0,0,4.75,0.0,8.66,61.19,0.0
32,115,0,0,3.87,0.0,8.48,58.96,0.0
48,72,0,0,3.87,0.0,5.92,62.36,0.0
56,16,0,0,3.77,0.01,3.66,106.03,0.0
32,115,0,0,3.87,0.0,8.48,58.96,0.0
24,116,0,0,4.75,0.0,8.66,61.19,0.0
48,80,0,0,3.87,0.0,6.35,61.14,0.0
8,125,0,0,4.75,0.0,9.25,63.51,0.0
56,24,0,0,3.77,0.01,3.95,90.78,0.0
24,116,0,0,4.75,0.0,8.66,61.19,0.0
56,32,0,0,3.77,0.01,4.24,80.82,0.0
40,104,0,0,3.87,0.0,7.42,57.82,0.0
8,125,0,0,4.75,0.0,9.25,63.51,0.0
56,40,0,0,3.71,0.01,4.57,74.46,0.0
8,125,0,0,4.75,0.0,9.25,63.51,0.0
48,88,0,0,3.87,0.0,6.62,58.74,0.0
40,106,0,0,3.87,0.0,7.92,57.7,0.0
32,115,0,0,3.87,0.0,8.48,58.96,0.0
56,48,0,0,3.71,0.0,5.0,71.11,0.0
32,115,0,0,3.87,0.0,8.48,58.96,0.0
48,96,0,0,3.87,0.0,6.93,56.95,0.0
32,115,0,0,3.87,0.0,8.48,58.96,0.0
64,0,0,0,4.72,0.01,2.54,133.35,0.0
40,106,0,0,3.87,0.0,7.92,57.7,0.0
8,125,0,0,4.75,0.0,9.25,63.51,0.0
64,8,0,0,4.51,0.01,2.95,105.41,0.0
48,104,0,0,3.87,0.0,7.37,56.37,0.0
0,175,0,0,2.27,0.0,6.99,35.47,0.0
56,56,0,0,3.71,0.0,5.28,66.59,0.0
56,64,0,0,3.71,0.0,5.57,63.14,0.0
24,116,0,0,4.75,0.0,8.66,61.19,0.0
16,121,0,0,4.75,0.0,9.13,61.65,0.0
64,24,0,0,3.77,0.01,3.91,85.23,0.0
40,106,0,0,3.87,0.0,7.92,57.7,0.0
64,16,0,0,3.77,0.01,3.61,97.86,0.0
8,125,0,0,4.75,0.0,9.25,63.51,0.0
8,125,0,0,4.75,0.0,9.25,63.51,0.0
16,121,0,0,4.75,0.0,9.13,61.65,0.0
56,72,0,0,3.71,0.0,6.0,61.7,0.0
16,121,0,0,4.75,0.0,9.13,61.65,0.0
40,106,0,0,3.87,0.0,7.92,57.7,0.0
0,175,0,0,2.27,0.0,6.99,35.47,0.0
48,105,0,0,3.87,0.0,7.86,56.31,0.0
0,175,0,0,2.27,0.0,6.99,35.47,0.0
56,80,0,0,3.71,0.0,6.2,58.36,0.0
64,32,0,0,3.71,0.01,4.29,78.26,0.0
24,116,0,0,4.75,0.0,8.66,61.19,0.0
40,106,0,0,3.87,0.0,7.92,57.7,0.0
24,116,0,0,4.75,0.0,8.66,61.19,0.0
56,88,0,0,3.71,0.0,6.57,57.08,0.0
16,121,0,0,4.75,0.0,9.13,61.65,0.0
8,125,0,0,4.75,0.0,9.25,63.51,0.0
64,40,0,0,3.71,0.01,4.75,74.42,0.0
48,105,0,0,3.87,0.0,7.86,56.31,0.0
72,0,0,0,4.33,0.01,2.71,126.77,0.0
16,121,0,0,4.75,0.0,9.13,61.65,0.0
8,125,0,0,4.75,0.0,9.25,63.51,0.0
64,48,0,0,3.71,0.0,5.03,69.17,0.0
72,8,0,0,4.1,0.01,3.2,105.43,0.0
8,125,0,0,4.75,0.0,9.25,63.51,0.0
8,125,0,0,4.75,0.0,9.25,63.51,0.0
24,116,0,0,4.75,0.0,8.66,61.19,0.0
16,121,0,0,4.75,0.0,9.13,61.65,0.0
32,115,0,0,3.87,0.0,8.48,58.96,0.0
0,175,0,0,2.27,0.0,6.99,35.47,0.0
32,115,0,0,3.87,0.0,8.48,58.96,0.0
8,125,0,0,4.75,0.0,9.25,63.51,0.0
64,56,0,0,3.71,0.0,5.29,64.73,0.0
40,106,0,0,3.87,0.0,7.92,57.7,0.0
16,121,0,0,4.75,0.0,9.13,61.65,0.0
0,175,0,0,2.27,0.0,6.99,35.47,0.0
24,116,0,0,4.75,0.0,8.66,61.19,0.0
56,96,0,0,3.71,0.0,6.98,56.24,0.0
72,16,0,0,4.1,0.01,3.58,91.02,0.0
40,106,0,0,3.87,0.0,7.92,57.7,0.0
0,175,0,0,2.27,0.0,6.99,35.47,0.0
64,64,0,0,3.71,0.0,5.58,61.58,0.0
48,105,0,0,3.87,0.0,7.86,56.31,0.0
40,106,0,0,3.87,0.0,7.92,57.7,0.0
16,121,0,0,4.75,0.0,9.13,61.65,0.0
72,24,0,0,4.1,0.01,3.88,80.45,0.0
48,105,0,0,3.87,0.0,7.86,56.31,0.0
56,101,0,0,3.71,0.0,7.43,55.82,0.0
48,105,0,0,3.87,0.0,7.86,56.31,0.0
32,115,0,0,3.87,0.0,8.48,58.96,0.0
40,106,0,0,3.87,0.0,7.92,57.7,0.0
32,115,0,0,3.87,0.0,8.48,58.96,0.0
80,0,0,0,4.33,0.01,2.7,113.45,0.0
24,116,0,0,4.75,0.0,8.66,61.19,0.0
56,101,0,0,3.71,0.0,7.43,55.82,0.0
64,72,0,0,3.71,0.0,6.0,60.27,0.0
72,32,0,0,4.03,0.01,4.31,75.31,0.0
40,106,0,0,3.87,0.0,7.92,57.7,0.0
32,115,0,0,3.87,0.0,8.48,58.96,0.0
48,105,0,0,3.87,0.0,7.86,56.31,0.0
72,40,0,0,4.03,0.0,4.6,69.44,0.0
0,175,0,0,2.27,0.0,6.99,35.47,0.0
80,8,0,0,4.23,0.01,3.14,95.95,0.0
