num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,total_time,total_energy_Ws
0,640,0,0,48.54411653676099,0.00225453736781314,79.47636922315726,9018164.488512004
0,576,0,0,48.54411653676099,0.0027090413819337586,85.71216429689215,8898092.051481243
16,112,0,0,59.63201867743377,0.021160055713473038,349.9479830662839,8418626.772710262
8,480,0,0,62.76601867743377,0.0041507918435282265,119.71488277064104,9621910.63259999
16,304,0,0,53.32973684004082,0.007322224073341303,153.7906511262835,8819734.76798485
8,400,0,0,62.76601867743377,0.005127650002706335,133.1173767145647,9290912.91981793
8,176,0,0,62.76601867743377,0.01326948794607124,244.8233932975312,8530813.005726349
0,624,0,0,48.54411653676099,0.0023393214676141303,80.63960707242686,8974410.510313958
0,480,0,0,48.96001867743377,0.0035362101699248417,97.4768222088026,8639624.31678805
24,0,0,0,3127.4654622803637,0.2632657002337919,3727.4654622803637,15146499.403088883
0,1024,0,0,47.817383611174854,0.0014593089939782928,67.83910300855703,10499853.964370709
24,8,0,0,1486.2033842811406,0.14371844368593362,2086.2033842811406,12459712.853989828
0,768,0,0,48.119116536760984,0.0018949756127226223,74.11818194331536,9503160.137866037
16,160,0,0,59.63201867743377,0.014385467219359871,257.0006289270512,8478737.318016862
8,288,0,0,56.46373684004082,0.008043160051520773,166.81589274690583,8888850.977489049
0,704,0,0,48.119116536760984,0.002043609496071151,76.15743882285717,9238362.853221692
16,192,0,0,59.63201867743377,0.011745578068668586,220.78134977956677,8543473.460795956
16,320,0,0,53.32973684004082,0.006900620158700579,148.00624541741277,8862843.441211084
0,1536,0,0,47.817383611174854,0.0012664817792622048,65.1935136226523,12953665.247012105
0,672,0,0,48.54411653676099,0.0021211489953540585,77.64628075301867,9123384.844646247
24,16,0,0,1081.044106164528,0.11736390436569767,1681.044106164528,9858131.549681218
0,832,0,0,48.119116536760984,0.0017968085584449656,72.77132995862591,9793106.509473655
8,256,0,0,62.76601867743377,0.008702846539911263,182.1690732050163,8785083.083693748
8,896,0,0,62.350116536760986,0.003241656349107342,106.82564164651372,12727276.526795471
8,240,0,0,62.76601867743377,0.009369987387950604,191.32224564011605,8731945.338203214
24,40,0,0,182.5846114392906,0.05187851845277949,782.5846114392906,8815839.264197847
24,24,0,0,566.9984810743049,0.0798970220704919,1166.998481074305,9162626.90575415
8,208,0,0,56.46373684004082,0.011483162497912114,214.01272631139506,8628125.471086077
24,32,0,0,349.5122729537155,0.06404525763021571,949.5122729537155,9005637.001642412
8,624,0,0,62.350116536760986,0.0033233186956756517,107.94604904143092,10459191.087086286
16,352,0,0,53.32973684004082,0.006176572583952775,138.0723126918729,8952274.736859396
24,112,0,0,60.70573684004082,0.020341278530301623,339.78807827577907,8516035.577571142
16,208,0,0,53.32973684004082,0.01120553071160686,207.06961820328695,8577334.181178859
24,48,0,0,96.87678905374082,0.046139726837733236,696.8767890537408,8768890.670353735
24,56,0,0,63.83973684004082,0.0394733065328266,605.4135024704218,8660561.758103978
8,704,0,0,62.350116536760986,0.0032739623323651346,107.26887973681063,11111599.513681628
8,304,0,0,56.46373684004082,0.0075720802706464784,160.3526781533105,8942239.987323329
16,240,0,0,60.70573684004082,0.009024797863310965,184.52596352466728,8654514.411389248
0,896,0,0,48.119116536760984,0.0017271352002951798,71.81541148481085,10097251.956136663
16,256,0,0,59.63201867743377,0.008432486967510873,175.32573987168294,8696681.126693688
8,960,0,0,62.350116536760986,0.0032371816999803116,106.76424946049086,13269480.958694424
24,108,0,0,60.70573684004082,0.021056745000445364,349.6042782461512,8512414.24088014
16,224,0,0,59.63201867743377,0.009850881734506194,194.78611607485874,8616376.037781186
24,72,0,0,63.83973684004082,0.03105202118475592,489.87346749489205,8585735.25561361
24,80,0,0,61.33973684004082,0.028388848226261035,450.83473450434224,8581380.460396519
24,64,0,0,63.83973684004082,0.03500581439096787,544.11951028412,8637321.135729905
16,832,0,0,59.216116536760985,0.002588293719031704,94.72750636187597,11379424.459173499
0,864,0,0,48.119116536760984,0.0017592462071994205,72.25597449953703,9943820.973272242
24,192,0,0,58.032018677433776,0.011594189758242376,217.10430216051918,8605790.894662283
16,400,0,0,60.70573684004082,0.004811076632533193,126.71370823839624,9109000.044753894
24,96,0,0,60.70573684004082,0.02384392306499063,387.84436129171223,8526587.858125698
0,1152,0,0,47.817383611174854,0.0013808043660033617,66.76201951274098,11095348.530883592
8,320,0,0,56.46373684004082,0.007149087576555754,154.54921839038576,8996274.27877966
24,128,0,0,60.70573684004082,0.01768854130877339,303.39252359641176,8520269.388656018
16,288,0,0,53.32973684004082,0.00779008644107125,160.20972281153837,8777061.517680997
8,1024,0,0,62.350116536760986,0.003233847997244237,106.71851105895192,13812346.21510537
8,448,0,0,62.76601867743377,0.004486907590945667,124.32639082520832,9482815.217547668
16,896,0,0,59.216116536760985,0.002578820481557589,94.5975335437311,11854986.116643988
16,704,0,0,59.216116536760985,0.0026375545538971034,95.40336501622924,10448138.115629058
24,144,0,0,59.10573684004083,0.01583077147972167,276.30392154182215,8544672.051976465
24,160,0,0,58.032018677433776,0.014170610478634025,252.45279444429258,8558490.807927895
0,1280,0,0,47.817383611174854,0.0013294956292718865,66.05806364478514,11706962.846284818
24,224,0,0,58.032018677433776,0.0097396850109188,191.6604970272397,8665244.50513059
8,352,0,0,56.46373684004082,0.006420873663457937,144.5581235026837,9106010.711225031
24,176,0,0,58.032018677433776,0.012766856750735966,233.19329329753123,8579933.822455782
16,672,0,0,59.216116536760985,0.002672261051188634,95.87953815906904,10229968.838160848
32,8,0,0,1110.3469758071465,0.1162454023858898,1710.3469758071465,12800129.544157514
32,0,0,0,2047.640137191419,0.18456123047512246,2647.640137191419,14908933.413420446
32,32,0,0,309.59386251439685,0.061135752496154584,909.5938625143968,9333985.673051232
8,384,0,0,56.46373684004082,0.005837459547236266,136.5536818281224,9226523.45478227
32,40,0,0,148.19339625031398,0.04976261355562376,748.193396250314,8982904.743957093
16,448,0,0,59.63201867743377,0.004256607813653949,118.03267788076595,9277792.440327132
32,24,0,0,508.3545917160229,0.07562268611143344,1108.354591716023,9558634.605469773
8,672,0,0,62.350116536760986,0.003287387263185596,107.45306978766736,10846977.04516259
24,352,0,0,51.72973684004083,0.006140861112381245,135.9823513019115,8962573.869784988
32,16,0,0,849.498318510975,0.09741313873456535,1449.498318510975,10659241.63277307
8,640,0,0,62.350116536760986,0.0033080935124171528,107.73715952712432,10586571.841997812
8,512,0,0,62.76601867743377,0.003872029536422225,115.8902639171467,9769984.142675363
0,1408,0,0,47.817383611174854,0.0012933371171455128,65.56196885841129,12327556.988853177
0,2880,0,0,42.71045074304795,0.001175302028699365,58.83559457680324,21656907.486505322
32,56,0,0,65.450338267156,0.037478508761272296,579.6554784718119,8829814.689706352
16,480,0,0,59.63201867743377,0.003932078796224379,113.58013976163225,9404637.407261001
24,208,0,0,59.10573684004083,0.010539762475564726,203.71127800478888,8631591.440213028
0,1664,0,0,47.817383611174854,0.0012457484317658838,64.90905209500278,13583402.064869571
24,304,0,0,51.72973684004083,0.007275600763234027,151.55097931161168,8842429.256315183
8,576,0,0,62.350116536760986,0.003423128230370251,109.31543585744083,10108402.674250215
8,768,0,0,62.350116536760986,0.003257590465510915,107.04425772357074,11646913.198424615
16,384,0,0,53.32973684004082,0.005598713585531122,130.1440872335278,9054406.796706935
8,1152,0,0,62.350116536760986,0.0032292125629635993,106.65491290062157,14899253.624915272
32,48,0,0,77.09737543627728,0.04469807861488604,677.0973754362773,9033494.795018496
24,256,0,0,58.032018677433776,0.0083428347540419,172.49571150288864,8732966.15802271
8,1408,0,0,62.04838361117485,0.002993209555329113,103.11521871029028,16675857.80699068
32,64,0,0,63.83973684004082,0.033967971521534114,529.8803061154889,8836102.391222797
0,1792,0,0,47.817383611174854,0.0012292576952078328,64.68279918942632,14215653.242011406
32,72,0,0,61.33973684004082,0.030300434926728088,477.06170403475016,8755867.72155897
32,112,0,0,60.70573684004082,0.019762400880786218,331.8458769244277,8622533.142160673
8,1792,0,0,62.04838361117485,0.00298856638879957,103.05151446550495,19834395.699807
32,80,0,0,60.70573684004082,0.027717000125140345,440.9829785569663,8702449.930157324
24,240,0,0,59.10573684004083,0.008923515064477144,181.53636352466725,8696728.657222075
8,864,0,0,62.350116536760986,0.0032445216946009677,106.86495418668626,12456538.0541629
16,576,0,0,59.216116536760985,0.003121548987188865,102.04376864099221,9784523.460026093
32,96,0,0,60.70573684004082,0.023108014700357775,377.74769852894946,8648767.48425034
8,832,0,0,62.350116536760986,0.003247978595293275,106.91238286418472,12186142.204267545
16,512,0,0,59.63201867743377,0.0036104387791183515,109.16723872693755,9509762.078560859
32,108,0,0,60.70573684004082,0.020409016098073603,340.7174377056106,8616758.018249206
24,320,0,0,51.72973684004083,0.0068581631869433154,145.82373576490312,8881190.088177329
32,144,0,0,59.10573684004083,0.015405011361002367,270.4624927129933,8625379.630944602
16,640,0,0,59.216116536760985,0.0027466321168133447,96.89990917944007,10037755.07846149
8,1280,0,0,62.350116536760986,0.0032261426579386927,106.61279380367985,15987067.773301696
16,624,0,0,59.216116536760985,0.0028180456282601747,97.87970255649059,9963709.536236793
24,288,0,0,59.10573684004083,0.007182284856825688,157.64668507568928,8804464.34189394
24,1024,0,0,58.68983469936804,0.002833981176502864,97.57205644098734,13120097.860375691
32,128,0,0,60.70573684004082,0.01722056274468939,296.97185769717925,8615065.743112884
24,672,0,0,58.68983469936804,0.0028906896707113585,98.35009698152788,10415557.288662096
32,192,0,0,59.10573684004083,0.011250450790434732,213.46192168480536,8666650.45752562
32,176,0,0,59.10573684004083,0.012379715910862697,228.95543913707704,8646859.584540425
0,3584,0,0,30.687862228059057,0.0010781418368702575,45.47996822991899,25127723.311435778
0,2560,0,0,42.71045074304795,0.0011926343535688777,59.07339407401295,20199398.57840793
24,384,0,0,51.72973684004083,0.005570144408273896,128.1521181215587,9058340.219238618
24,640,0,0,58.68983469936804,0.002913373068394756,98.6613131977441,10180219.741941717
0,3200,0,0,33.964569758360994,0.0011958222319620735,50.371250780880644,24116857.81899564
40,0,0,0,1508.641359836287,0.14527560530346564,2108.641359836287,14919344.384164726
32,160,0,0,59.10573684004083,0.013724435249306865,247.40498846053103,8629864.940950416
40,8,0,0,874.4811424144848,0.09905401511237218,1474.4811424144848,13170069.599997299
16,768,0,0,59.216116536760985,0.0026043570347486825,94.94789505351291,10908175.186789215
16,864,0,0,59.216116536760985,0.0025830157724389823,94.65509293462382,11616851.05627666
32,256,0,0,59.10573684004083,0.00810986516437766,170.37308689530232,8785232.421995364
16,1152,0,0,59.216116536760985,0.002562275672447866,94.37053876274571,13771202.444692526
32,208,0,0,59.10573684004083,0.010293375868974037,200.33085376236463,8691305.392933095
40,16,0,0,594.8960054011989,0.07885611882860499,1194.8960054011989,11285482.974590547
0,2304,0,0,42.71045074304795,0.0012121285884964842,59.34085497721971,19038852.46457896
32,288,0,0,58.405736840040824,0.00718228485682569,156.9466850756893,8868772.118133299
40,24,0,0,467.41832942295946,0.07263899352447548,1067.4183294229595,9964406.343288349
32,240,0,0,59.10573684004083,0.008742374674255123,179.05111737082112,8752654.223501058
24,1664,0,0,58.388101773781905,0.002589805243988293,93.92022972130128,17616808.99622196
32,384,0,0,51.029736840040826,0.005572713850018403,127.48737086229332,9103118.790843157
8,1664,0,0,62.04838361117485,0.0029897389055999596,103.0676013960063,18781297.003421944
24,448,0,0,51.72973684004083,0.00469479458422043,116.14231853554513,9265970.1126409
24,576,0,0,58.68983469936804,0.003050862233945146,100.54766454909544,9765054.359879775
32,224,0,0,59.10573684004083,0.009462475529271354,188.9309011016438,8721993.398316665
24,512,0,0,59.10573684004083,0.003522812251203535,107.43872092655333,9491886.021298723
40,32,0,0,278.6088784914655,0.05926811517669894,878.6088784914655,9585455.751450798
40,80,0,0,60.70573684004082,0.026981955673196154,430.898168676292,8857399.891803624
0,2048,0,0,47.817383611174854,0.0012046803955959083,64.34559863875072,15485137.007232219
24,400,0,0,59.10573684004083,0.004779283925102731,124.67751229245029,9110411.420876315
16,960,0,0,59.216116536760985,0.002572572175989556,94.51180679133769,12332658.090220494
24,704,0,0,58.68983469936804,0.002876107486486317,98.15002941396031,10655741.45427665
40,40,0,0,119.61793831915509,0.04767985423119527,719.6179383191551,9225599.107082158
0,4096,0,0,30.687862228059057,0.0010439047869739801,45.010235905342064,26836698.50060186
24,480,0,0,59.10573684004083,0.003814398345099238,111.43928213480237,9376543.948888069
32,480,0,0,58.405736840040824,0.003814398345099238,110.73928213480237,9406071.875598166
32,320,0,0,51.029736840040826,0.006858163186943315,145.1237357649031,8937557.930775078
8,1536,0,0,62.04838361117485,0.002991234875310801,103.08812610043904,17728416.179548047
40,48,0,0,63.83973684004082,0.04366283035824747,662.8937693551961,9307968.22577145
32,448,0,0,51.029736840040826,0.00469479458422043,115.44231853554513,9299735.618279386
40,64,0,0,61.33973684004082,0.033362718275303724,519.0762315772079,9038089.683362618
40,56,0,0,64.5043647707238,0.03613734190754803,560.3086957422828,9037193.03840533
24,624,0,0,58.68983469936804,0.002930501348278138,98.89631319774409,10066045.358139137
16,1024,0,0,59.216116536760985,0.0025681415593140403,94.45101873054962,12811519.514693115
40,176,0,0,59.10573684004083,0.012114785172207468,225.3205894027273,8715763.93180331
40,72,0,0,60.70573684004082,0.029659350264134323,467.6320224639637,8893162.710516322
32,640,0,0,57.98983469936804,0.002913373068394756,97.96131319774409,10194143.124804541
32,512,0,0,58.405736840040824,0.003522812251203535,106.73872092655333,9517541.656180533
40,128,0,0,59.10573684004083,0.017019125764301164,292.6081423262528,8720485.722546816
40,108,0,0,60.70573684004082,0.019892768410360903,333.63451943019237,8726737.918182714
32,352,0,0,51.029736840040826,0.0061498479867676,135.4056512184923,9015752.767444806
40,96,0,0,60.70573684004082,0.0225293685717759,369.8086736448061,8776671.123309018
32,832,0,0,57.98983469936804,0.002848563360727906,97.07212400855491,11637740.852476623
24,2304,0,0,58.388101773781905,0.0025856389056382813,93.86306755913913,22414895.97757921
40,160,0,0,59.10573684004083,0.01341467145193712,243.1550291606181,8704205.48401203
24,960,0,0,58.68983469936804,0.0028374531251278744,97.61969157612248,12624264.518645916
32,304,0,0,51.029736840040826,0.0072756007632340264,150.85097931161167,8902671.26555722
16,1792,0,0,58.91438361117485,0.002320179635718561,90.7472482132335,18072639.668207463
40,320,0,0,51.029736840040826,0.006790813996853601,144.19970487687223,8987870.26627824
24,768,0,0,58.68983469936804,0.0028587477433612675,97.91185373828463,11143250.047014097
48,0,0,0,1129.9700689780195,0.11767565699018084,1729.9700689780195,14858997.097707588
40,144,0,0,59.10573684004083,0.01505374127896698,265.6430671874678,8711630.499161642
40,192,0,0,59.10573684004083,0.011022233103359902,210.3307750181387,8733023.882869208
16,2048,0,0,58.91438361117485,0.002318283267728586,90.72123004441104,19926855.127120007
40,112,0,0,60.70573684004082,0.01929555769701519,325.4407884430892,8735109.204303622
48,16,0,0,439.62043520025554,0.06753865744369658,1039.6204352002555,11739995.325001419
32,672,0,0,57.98983469936804,0.0028906896707113585,97.65009698152788,10427526.83909249
48,8,0,0,706.311586697441,0.08679675886477424,1306.311586697441,13470171.888816388
16,1280,0,0,58.91438361117485,0.002328747488473269,90.8647991530281,14367784.209794682
32,400,0,0,58.405736840040824,0.004779283925102731,123.97751229245029,9151303.227268388
16,3584,0,0,53.80745074304796,0.002290988795866002,85.2398170223295,32655629.79301509
48,40,0,0,97.66872709757308,0.04608005749492836,697.6687270975731,9475019.631327974
48,56,0,0,64.5043647707238,0.035067336227439835,545.6282178111983,9236835.72670925
40,208,0,0,59.10573684004083,0.01009085065519748,197.55220782935027,8756102.089123974
48,32,0,0,253.77535193876327,0.05745809137548158,853.7753519387633,9913614.209290124
16,2304,0,0,58.91438361117485,0.0022935569917907246,90.38198553854359,21721899.075714834
24,864,0,0,58.68983469936804,0.0028450914121028958,97.72448887341977,11881958.736043831
48,72,0,0,60.70573684004082,0.02897003777844712,458.1746551603353,9065417.41716249
48,24,0,0,438.34161137111073,0.0639439113019861,1038.3416113711107,10504356.70666879
48,108,0,0,60.70573684004082,0.019471645536888873,327.8567136061561,8844117.709732333
24,1280,0,0,58.388101773781905,0.0025960547515133108,94.00597296454453,14740498.623257155
48,96,0,0,60.70573684004082,0.022063230065212217,363.4132533347524,8912277.844837353
48,64,0,0,61.33973684004082,0.03271581315103466,510.2006932722363,9246444.11463038
48,112,0,0,60.70573684004082,0.018911007037683194,320.1647533970542,8850699.934899492
24,2560,0,0,58.388101773781905,0.0025847130526716125,93.85036485643643,24334589.498644948
24,832,0,0,58.68983469936804,0.0028485633607279047,97.7721240085549,11635031.847992174
48,128,0,0,59.10573684004083,0.01666741788031578,287.7827101579733,8820255.844036793
48,48,0,0,65.450338267156,0.040615118458586105,622.6897635189573,9393096.930859938
16,1664,0,0,58.91438361117485,0.0023214941201703636,90.76528293991224,17145806.213177934
16,1408,0,0,58.91438361117485,0.0023254910078530848,90.82012023891917,15293163.558295205
40,224,0,0,59.10573684004083,0.00928767228000516,186.53260052171163,8781271.425269483
40,448,0,0,51.029736840040826,0.004660416809018231,114.97065545977095,9342311.343902662
40,256,0,0,59.10573684004083,0.007970747815652076,168.4643968707873,8839082.646233296
48,160,0,0,59.10573684004083,0.013150680597709992,239.53307464062192,8784085.257094447
24,896,0,0,58.68983469936804,0.0028420823899612205,97.68320508963599,12129107.291584423
40,240,0,0,59.10573684004083,0.008586897869946417,176.91797561570567,8809013.768372446
40,480,0,0,58.405736840040824,0.00378297321284553,110.3081293202815,9446639.265186746
40,384,0,0,51.029736840040826,0.005522722915302547,126.80149523799177,9147356.718868354
16,1536,0,0,58.91438361117485,0.0023231971820120777,90.78864894838055,16219263.712852074
48,176,0,0,59.10573684004083,0.01188706826199238,222.1963133945763,8789773.31284717
48,80,0,0,60.70573684004082,0.02640488509889655,422.9807603969015,9018917.537408924
32,1408,0,0,57.6881017737819,0.002593277192613303,93.26786485643642,15667240.31174638
24,1152,0,0,58.68983469936804,0.0028293519116695176,97.50854292747383,14113279.367766391
32,624,0,0,57.98983469936804,0.002930501348278138,98.19631319774409,10080986.941001963
48,240,0,0,59.10573684004083,0.008448519398256988,175.01942298412672,8866162.098142201
40,1024,0,0,57.98983469936804,0.00283384891179334,96.87024176917267,13162223.791181758
32,576,0,0,57.98983469936804,0.003050862233945146,99.84766454909544,9783542.645445304
40,304,0,0,58.405736840040824,0.006623175936069631,149.27571068291616,8948812.336111132
40,288,0,0,58.405736840040824,0.007050992339818887,155.14535174235596,8916770.084772656
40,624,0,0,57.98983469936804,0.002926103546686459,98.13597535990625,10129141.759316076
8,2560,0,0,62.04838361117485,0.002984760514595027,102.99929787141862,26155163.031548433
48,144,0,0,59.10573684004083,0.014756351755957922,261.5628829317835,8801518.092776665
32,704,0,0,57.98983469936804,0.002876107486486317,97.45002941396031,10665814.969571909
48,192,0,0,59.10573684004083,0.010823636228869603,207.60602590013178,8803424.75318488
48,256,0,0,59.10573684004083,0.007846771416879951,166.76344067963376,8893767.292656206
40,400,0,0,58.405736840040824,0.004713637666599329,123.07684562578362,9193635.523927132
56,0,0,0,887.0225528385051,0.09996811208205296,1487.0225528385051,14890044.163377393
40,352,0,0,51.029736840040826,0.006092048308705532,134.61263963548072,9062619.063490946
48,208,0,0,59.10573684004083,0.009915868532499641,195.1514531059359,8819599.184284288
32,864,0,0,57.98983469936804,0.0028450914121028958,97.02448887341977,11882850.97025801
8,2304,0,0,62.04838361117485,0.0029856461582778446,103.01144890274688,24047982.617955454
56,16,0,0,332.3128174448766,0.05971740250525789,932.3128174448766,12121252.341691284
48,320,0,0,51.029736840040826,0.006739642505930557,143.49763202140807,9043378.808675759
24,2048,0,0,58.388101773781905,0.0025867962218466176,93.8789459375175,20495207.603771456
32,960,0,0,57.98983469936804,0.0028374531251278744,96.91969157612247,12619726.258265499
56,8,0,0,544.8214926977939,0.07502634385022271,1144.821492697794,13537470.53021596
32,2304,0,0,57.6881017737819,0.0025856389056382813,93.16306755913912,22333140.27270996
56,56,0,0,64.5043647707238,0.03411557797263749,532.5700945553102,9431063.15496862
32,1024,0,0,57.98983469936804,0.002833981176502864,96.87205644098734,13111950.829725005
40,576,0,0,57.98983469936804,0.0030336347555296205,99.61130354523443,9824455.884827817
48,352,0,0,51.029736840040826,0.00604734571220613,133.99932001150893,9114090.281334745
48,400,0,0,58.405736840040824,0.004655493837639174,122.2791122924503,9237787.84565254
56,24,0,0,412.30032030555844,0.06214505626805371,1012.3003203055584,10832523.170588674
32,768,0,0,57.98983469936804,0.0028587477433612675,97.21185373828463,11149615.710958006
56,32,0,0,204.4733248161266,0.05079039866934316,804.4733248161266,10450173.633385476
56,64,0,0,60.70573684004082,0.03222076957866116,502.77469545927187,9411659.954680216
40,768,0,0,57.98983469936804,0.002857954155104123,97.2009657073966,11199576.41204833
40,704,0,0,57.98983469936804,0.0028747187070363132,97.43097535990626,10715512.22198573
56,40,0,0,80.18834952713814,0.044805977497083246,680.1883495271381,9730018.835505446
32,896,0,0,57.98983469936804,0.0028420823899612205,96.98320508963599,12128186.058231033
48,224,0,0,59.10573684004083,0.009132475677771501,184.40330313906583,8842523.758037832
56,48,0,0,64.5043647707238,0.039812904578733405,610.7374155909461,9676898.315624839
56,108,0,0,60.70573684004082,0.019121779458876748,323.05655101582977,8965457.746126836
40,1280,0,0,57.6881017737819,0.002595856354449025,93.30325095682252,14764433.86429879
56,72,0,0,60.70573684004082,0.028424729886536017,450.693030883315,9242377.0569301
40,640,0,0,57.98983469936804,0.002910132583011413,97.91685373828463,10242916.968160862
40,512,0,0,58.405736840040824,0.003497339758500631,106.38923832666948,9558422.90001436
48,288,0,0,58.405736840040824,0.0069378410595805785,153.59291617748636,8966630.20445445
48,832,0,0,57.98983469936804,0.002847700634099873,97.0602873992183,11738040.097104326
24,1408,0,0,58.388101773781905,0.002593277192613303,93.96786485643642,15698765.522021033
56,80,0,0,60.70573684004082,0.025939595008676757,416.5969803590859,9185076.369898662
56,176,0,0,59.10573684004083,0.011687970391469786,219.4646906110063,8866069.99804966
48,304,0,0,58.405736840040824,0.006508629913579001,147.7041392543447,8994884.054609105
24,1536,0,0,58.388101773781905,0.0025911940234382967,93.93928377535534,16657438.089585874
