num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time
8,0,0,0,29248.96472963158,2.133173062740802,225.52551129054973,29848.96472963158
40,0,0,0,4933.968798529035,0.361596828695427,209.06104349998577,5533.968798529035
128,0,0,0,1158.017897449339,0.08739430305493207,212.52483026943122,1758.017897449339
72,0,0,0,2602.991155475298,0.19191631535331788,217.80339857232025,3202.991155475298
112,0,0,0,1429.4448394569392,0.10717760786598164,214.670165240334,2029.4448394569392
48,0,0,0,3922.689916127307,0.2878884553425314,205.02860953110454,4522.689916127307
32,0,0,0,6057.815742216989,0.44332765549484054,201.2139868758912,6657.815742216989
16,0,0,0,12174.900306422534,0.8887077257722126,193.04293796371832,12774.900306422534
144,0,0,0,1096.9533506834719,0.08304076466091843,230.78565569295216,1696.9533506834719
24,0,0,0,7874.851077659656,0.5755846041422653,192.0966244269522,8474.851077659656
56,0,0,0,3226.6743717049994,0.2371584593933836,202.38855565906442,3826.6743717049994
64,0,0,0,2824.8164353890866,0.20796772059484767,207.01112676129588,3424.8164353890866
80,0,0,0,2238.6892502597625,0.165363698355101,214.47874335295984,2838.6892502597625
108,0,0,0,1511.2568347138777,0.11314058128121039,215.3481971408155,2111.2568347138777
96,0,0,0,1714.777173818421,0.12717768695267087,209.8731304262035,2314.777173818421
208,0,0,0,754.5170587493574,0.059029695078351624,266.0873510965404,1354.5170587493574
176,0,0,0,750.1112037701266,0.05776072479842971,224.41848453778994,1350.1112037701266
192,0,0,0,625.8640156763574,0.04870480729888385,222.29000817597947,1225.8640156763574
160,0,0,0,903.3194029205431,0.06892750316216269,227.1682653302154,1503.319402920543
240,0,0,0,552.9223141511427,0.03532164680218537,233.21488096051397,1037.535308277126
224,0,0,0,552.9223141511427,0.04116065922988892,234.3332284919675,1117.6465587852188
256,0,0,0,552.9223141511427,0.03028767695752295,232.32501038844933,968.4692420083576
288,0,0,0,544.629642274373,0.02993429378864451,259.8492576308446,955.3281530545758
304,0,0,0,552.9223141511427,0.01863615340155537,230.63363775024203,808.6103388204824
352,0,0,0,552.9223141511427,0.010393329030765354,229.90759951648877,695.5187884532434
320,0,0,0,552.9223141511427,0.015591666019341074,230.30760490492952,766.8399719365023
400,0,0,0,339.4807863799787,0.03152171717605639,289.4416431663002,771.9587460354724
384,0,0,0,339.4807863799787,0.03391974983010124,289.61536816528684,804.8597540489677
480,0,0,0,339.4807863799787,0.02206576705892092,289.32151124798236,642.2231104283737
448,0,0,0,336.46526933388066,0.026295047476657226,294.348666894599,697.2333207136178
576,0,0,0,339.4807863799787,0.014348277917734197,290.2488751014108,536.3391594112919
512,0,0,0,339.4807863799787,0.019154661898391677,289.5307008448345,602.2827476259125
624,0,0,0,339.4807863799787,0.011418374534238262,290.9866290464753,496.1408849897277
704,0,0,0,339.4807863799787,0.007456777573260097,292.48805060680127,441.78777468510725
672,0,0,0,339.4807863799787,0.008923715937870426,291.85276914321724,461.91416904756096
640,0,0,0,339.4807863799787,0.01054350018768456,291.2625648541007,484.1376089550109
768,0,0,0,253.7619030484248,0.02163665753455452,398.8607241347302,550.6168444225128
864,0,0,0,251.73585253307766,0.019863219213707668,426.31012251469525,524.2592201451469
832,0,0,0,253.7619030484248,0.018688001304397,399.42794068635465,510.16128094475164
960,0,0,0,251.73585253307766,0.016201199404635314,428.43174004360463,474.01630836467416
1024,0,0,0,251.73585253307766,0.01415117040482251,429.9617320181705,445.8899104872425
896,0,0,0,251.73585253307766,0.01855277035837784,426.9908101525099,506.27986185002163
1152,0,0,0,251.73585253307766,0.010750104309386126,433.2281406493826,399.2272836578553
1280,0,0,0,251.73585253307766,0.008043237221803997,436.6995311220614,362.0890672162285
1408,0,0,0,151.66477932767614,0.020332791249636932,570.6095686627248,430.6306752726949
1536,0,0,0,178.2290478878368,0.016970527310487277,590.494416537263,411.06468258772225
2048,0,0,0,150.10990335078182,0.012478366191100135,619.9736023171176,321.31308749267566
2560,0,0,0,177.7107558955387,0.006945794528742351,654.1400752231142,273.00705682988377
2880,0,0,0,124.40366184208469,0.013635056044220198,838.0970921124779,311.4766307687858
2304,0,0,0,149.59161135848373,0.011341519270234785,658.6326333031916,305.197255746105
3200,0,0,0,124.40366184208469,0.011594206526550908,848.4284442549746,283.47617538636314
1664,0,0,0,150.10990335078182,0.01732408617008178,608.3447764204849,387.79636560430384
1792,0,0,0,177.33381626477643,0.015863030897919284,665.8613468105794,394.974600184229
3584,0,0,0,116.13332521353908,0.012145758294777816,941.3988753553945,282.7731290178907
4096,0,0,0,124.40366184208469,0.008176531980259534,843.9405536870811,236.5856806112455
