num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
8,0,0,0,11414.16,0.86,90.77,12014.16,13592541.35
24,0,0,0,4389.93,0.35,113.11,4989.93,15585971.93
16,0,0,0,5384.72,0.42,90.44,5984.72,13961196.81
32,0,0,0,3771.72,0.31,132.12,4371.72,16995874.62
40,0,0,0,3485.11,0.29,154.33,4085.11,18542311.45
48,0,0,0,3230.18,0.27,173.63,3830.18,19887754.1
56,0,0,0,3055.31,0.25,193.33,3655.31,21254287.83
64,0,0,0,2949.11,0.25,214.52,3549.11,22827979.28
72,0,0,0,2892.33,0.24,237.48,3492.33,24410838.14
80,0,0,0,2801.14,0.24,256.98,3401.14,25758578.61
88,0,0,0,2728.86,0.23,276.67,3328.86,27118418.72
104,0,0,0,2621.53,0.22,316.43,3221.53,29861831.43
96,0,0,0,2670.15,0.23,296.49,3270.15,28486918.75
175,0,0,0,2426.84,0.21,503.13,3026.84,42869100.65
143,0,0,0,2513.78,0.22,423.47,3113.78,37375765.08
111,0,0,0,2600.6,0.22,338.55,3200.6,31317017.09
207,0,0,0,2391.54,0.21,587.67,2991.54,48739006.45
159,0,0,0,2465.22,0.21,463.19,3065.22,40115380.86
255,0,0,0,2331.0,0.2,708.65,2931.0,57073034.51
191,0,0,0,2395.74,0.21,543.23,2995.74,45632895.92
127,0,0,0,2532.41,0.22,378.67,3132.41,34087137.99
510,0,0,0,2239.89,0.2,1373.24,2839.89,104029919.5
478,0,0,0,2249.84,0.2,1291.93,2849.84,98431290.63
1022,0,0,0,2200.94,0.2,2708.82,2800.94,199991481.7
766,0,0,0,2236.2,0.2,2057.19,2836.2,155136954.08
2044,0,0,0,2169.92,0.2,5357.64,2769.92,386900055.33
3170,0,0,0,2160.52,0.2,8280.32,2760.52,593090364.62
3778,0,0,0,2148.85,0.2,9823.78,2748.85,699322092.7
