num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
8,0,0,0,46896.09,3.42,358.86,47496.09,51491512.26
16,0,0,0,12734.8,0.94,201.5,13334.8,48552143.53
24,0,0,0,7699.37,0.58,188.12,8299.37,47958264.76
32,0,0,0,5441.15,0.41,182.58,6041.15,47723631.17
40,0,0,0,4121.87,0.32,178.38,4721.87,47520660.17
48,0,0,0,3288.58,0.26,176.28,3888.58,47430310.89
56,0,0,0,2741.13,0.22,176.71,3341.13,47495250.22
64,0,0,0,2298.44,0.18,175.19,2898.44,47419827.31
72,0,0,0,1964.35,0.16,174.38,2564.35,47385192.38
80,0,0,0,1702.37,0.14,173.96,2302.37,47373374.34
96,0,0,0,1323.22,0.11,174.37,1923.22,47426577.71
108,0,0,0,1112.3,0.1,174.65,1712.3,47459748.76
112,0,0,0,1056.28,0.09,175.2,1656.28,47500778.34
128,0,0,0,847.95,0.08,175.04,1447.95,47503572.85
144,0,0,0,685.89,0.07,174.88,1285.89,47360491.68
160,0,0,0,561.89,0.06,175.57,1161.89,47416311.7
176,0,0,0,461.07,0.05,176.37,1061.07,47477812.36
192,0,0,0,373.04,0.04,176.44,973.04,47488435.77
208,0,0,0,371.2,0.04,177.29,902.49,47551142.97
224,0,0,0,369.83,0.03,177.45,838.78,47491031.24
240,0,0,0,369.83,0.03,178.09,785.71,47538923.34
256,0,0,0,365.83,0.03,178.75,739.31,47586887.77
288,0,0,0,365.83,0.02,181.85,668.56,47804852.05
304,0,0,0,365.83,0.02,183.71,639.87,47935125.36
320,0,0,0,365.83,0.02,185.74,614.58,48076228.24
352,0,0,0,354.9,0.02,195.43,589.53,49299300.36
400,0,0,0,352.4,0.01,197.26,523.46,49429237.16
384,0,0,0,354.9,0.01,196.48,543.17,49374418.22
448,0,0,0,350.17,0.01,201.25,476.7,49666706.29
480,0,0,0,349.47,0.01,204.55,476.0,49893802.14
512,0,0,0,349.47,0.01,204.55,476.0,49893802.14
640,0,0,0,344.76,0.01,233.58,457.15,52079536.55
576,0,0,0,344.76,0.01,233.58,457.15,52079536.55
624,0,0,0,344.76,0.01,233.58,457.15,52079536.55
704,0,0,0,344.76,0.01,233.58,457.15,52079536.55
768,0,0,0,339.48,0.01,293.63,436.04,56136848.2
864,0,0,0,336.47,0.01,319.94,423.98,58064607.27
896,0,0,0,262.05,0.01,312.98,374.45,73293784.37
672,0,0,0,344.76,0.01,233.58,457.15,52079536.55
1152,0,0,0,253.76,0.01,368.41,341.28,77150223.07
1408,0,0,0,251.74,0.01,440.84,333.17,82505249.58
1024,0,0,0,262.05,0.01,312.98,374.45,73293784.37
1280,0,0,0,253.76,0.01,368.41,341.28,77150223.07
2048,0,0,0,181.81,0.01,465.74,269.32,101228253.57
960,0,0,0,262.05,0.01,312.98,374.45,73293784.37
1536,0,0,0,251.74,0.01,440.84,333.17,82505249.58
1664,0,0,0,250.79,0.01,489.36,329.4,86070208.22
2304,0,0,0,153.69,0.01,495.48,241.21,105404043.64
832,0,0,0,336.47,0.01,319.94,423.98,58064607.27
1792,0,0,0,250.18,0.01,538.84,326.95,89707715.31
2880,0,0,0,150.11,0.01,595.05,226.88,113084920.58
2560,0,0,0,151.66,0.01,535.63,233.1,108537248.38
3200,0,0,0,149.59,0.01,662.65,224.81,118254883.18
4096,0,0,0,125.3,0.01,726.93,202.07,142844639.06
3584,0,0,0,149.21,0.01,730.75,223.3,123450504.64
