num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
8,0,0,0,36596.79,2.67,281.04,37196.79,46605030.42
24,0,0,0,9044.77,0.66,218.61,9644.77,44099354.81
64,0,0,0,3461.49,0.26,245.49,4061.49,46480565.93
16,0,0,0,14685.34,1.07,230.98,15285.34,44583696.97
32,0,0,0,6844.24,0.5,224.98,7444.24,44741380.41
48,0,0,0,4546.46,0.33,233.31,5146.46,45463390.31
56,0,0,0,3847.02,0.28,235.2,4447.02,45639028.29
72,0,0,0,3172.3,0.24,256.52,3772.3,47257296.01
88,0,0,0,2331.1,0.17,243.61,2931.1,46423495.39
40,0,0,0,5809.5,0.43,242.14,6409.5,45989041.08
80,0,0,0,2698.18,0.2,249.2,3298.18,46784278.07
96,0,0,0,2093.54,0.16,244.21,2693.54,46480751.12
104,0,0,0,1844.75,0.14,240.13,2444.75,46215739.22
112,0,0,0,1715.95,0.13,244.98,2315.95,46557674.02
144,0,0,0,1321.91,0.1,261.38,1921.91,48299619.53
176,0,0,0,981.12,0.08,262.82,1581.12,48420694.93
128,0,0,0,1448.39,0.11,247.63,2048.39,47142185.42
159,0,0,0,1147.23,0.09,264.03,1747.23,48379560.0
191,0,0,0,849.58,0.07,262.86,1449.58,48337853.8
207,0,0,0,765.32,0.06,268.21,1365.32,48717130.43
255,0,0,0,582.14,0.05,285.82,1182.14,50037898.42
510,0,0,0,332.6,0.03,351.06,726.01,60177571.48
1023,0,0,0,248.07,0.02,532.4,550.5,88242854.47
477,0,0,0,540.77,0.01,299.08,659.73,50932812.8
765,0,0,0,330.78,0.01,378.77,522.21,61952815.54
2042,0,0,0,145.93,0.02,779.85,403.18,124730173.46
4085,0,0,0,145.41,0.01,894.44,231.67,133175429.99
3184,0,0,0,173.66,0.01,825.25,274.43,126162649.98
