num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
8,0,0,0,15202.29,1.14,37.57,15802.29,15349192.84
16,0,0,0,5563.84,0.44,29.31,6163.84,15586369.56
24,0,0,0,3151.68,0.27,26.76,3751.68,15185392.03
32,0,0,0,2201.75,0.2,26.65,2801.75,15222153.63
40,0,0,0,1574.46,0.15,25.85,2174.46,15090269.33
48,0,0,0,1159.35,0.12,25.1,1759.35,14952837.22
56,0,0,0,879.53,0.1,24.63,1479.53,14867336.84
64,0,0,0,698.93,0.09,24.71,1298.93,14897140.78
72,0,0,0,612.47,0.08,25.95,1212.47,15174449.13
80,0,0,0,503.65,0.07,26.24,1103.65,15248251.95
88,0,0,0,657.26,0.09,32.88,1257.26,20623972.24
96,0,0,0,538.79,0.08,32.49,1138.79,20547042.26
104,0,0,0,493.85,0.07,33.81,1093.85,20841835.03
112,0,0,0,399.59,0.07,33.28,999.59,20730716.31
128,0,0,0,279.96,0.06,33.48,879.96,20471352.12
144,0,0,0,249.39,0.06,36.35,849.39,22743847.76
160,0,0,0,160.54,0.05,36.17,760.54,22653474.57
176,0,0,0,365.14,0.07,50.49,965.14,29368152.55
192,0,0,0,269.85,0.06,49.64,869.85,29189692.54
208,0,0,0,200.53,0.05,49.49,800.53,29165410.03
256,0,0,0,47.28,0.04,49.24,647.11,29223299.68
480,0,0,0,27.55,0.02,44.22,309.99,27971616.94
512,0,0,0,27.55,0.02,44.11,289.85,28081038.66
538,0,0,0,27.55,0.02,45.55,281.71,28284847.15
538,0,0,0,27.55,0.02,45.55,281.71,28284847.15
538,0,0,0,27.55,0.02,45.55,281.71,28284847.15
538,0,0,0,27.55,0.02,45.55,281.71,28284847.15
538,0,0,0,27.55,0.02,45.55,281.71,28284847.15
