num_a100,num_h100,ttff_s,tbf_s,cost,quality
160,0,26.34067207636626,0.007791030828157438,6.33599858183975,medium
162,8,14.803112609102469,0.015901834582929902,13.304240076945847,medium
161,16,14.159719523315015,0.014700178087017074,14.194883072548487,medium
161,32,12.944130888895128,0.016502788239451165,20.028647609571266,medium
161,40,12.905707450431665,0.013921753108879324,18.888496674990627,medium
161,64,12.885577800399176,0.008869482269495738,16.081323688180806,medium
161,80,12.865603798021057,0.007187489063884145,15.317999828817841,medium
161,96,12.865103004646983,0.006035810515929112,14.860408910777261,medium
161,108,12.859005022320986,0.005350567565173418,14.558098288317803,medium
161,128,12.676826842760232,0.004521602607086764,14.280808362960244,medium
161,160,12.670952696780024,0.003619313448455625,14.146190107655746,medium
161,256,12.660445411223607,0.002212973476941848,14.388019017172953,medium
161,512,12.348305972350905,0.0010772973974905787,16.847227184689558,medium
161,768,12.12147800345675,0.0008346469030513,21.394376296224298,medium
161,1024,12.036427433310706,0.0007737244170547871,27.050112562805726,medium
161,1536,10.714231608511001,0.0007152693666265627,36.2790516404637,medium
256,0,25.022586248652136,0.004384285906871265,6.480870265834006,medium
258,8,14.152319220672716,0.011461760656083885,14.67916287017969,medium
257,16,13.506936138514233,0.012150568779278245,16.993560771273106,medium
257,32,12.759760105988041,0.016385653453112582,26.657437596870476,medium
257,40,12.721700165616038,0.013809162048684005,24.497327433647886,medium
257,64,12.7022691129041,0.008765623675807297,19.683123508983172,medium
257,80,12.682902994649128,0.007091229021735046,18.24936263572534,medium
257,96,12.682677965479652,0.005942997526337486,17.322719774232763,medium
257,108,12.676971760259688,0.005262651789407198,16.745754468958136,medium
257,128,12.66935553125694,0.004428211213295639,16.12950800874034,medium
257,160,12.664208938729123,0.0035350164728193793,15.627394326890975,medium
257,256,12.655415446695168,0.0021500989203363644,15.300660210358323,medium
257,512,12.345601303168186,0.0010434890327065845,17.318255833272023,medium
257,768,12.120514230758332,0.000822599744321066,21.911357214851055,medium
257,1024,12.035867608825669,0.0007667266109918294,27.57837199754572,medium
257,1536,10.713842770078024,0.0007104088862143527,36.74431996657735,medium
512,0,23.88418778028103,0.001745940459966581,7.279955236038273,medium
514,8,13.4814337100199,0.007195495872202901,18.14644488298986,medium
513,16,13.07252410683318,0.009567463663071341,24.593211899946517,medium
513,32,12.751422105630983,0.016281428448649365,44.46311650134758,medium
513,40,12.713544882748216,0.013707221012836225,39.60374545135588,medium
513,64,12.694497281288017,0.008668475780606246,29.49994263068181,medium
513,80,12.675471639653384,0.006998337084288253,26.30694402203557,medium
513,96,12.675412385038815,0.005852177770827012,24.16607267220583,medium
513,108,12.669933939112802,0.005174679025071115,22.872337683334322,medium
513,128,12.662616282364551,0.004343970602140767,21.37245847551188,medium
513,160,12.657876597708475,0.003455862210061265,19.919142371723783,medium
513,256,12.650147790477119,0.002084253217610752,18.109215627548608,medium
513,512,12.34213809066786,0.0010001988764525133,18.913463686294463,medium
513,768,12.118922311431072,0.000802700752730337,23.414379520357755,medium
513,1024,12.034845563005169,0.0007539510382355808,29.06560426511565,medium
513,1536,10.71309193440728,0.0007010234403300508,38.05869599610742,medium
768,0,23.385864856193542,0.0010946768186748277,8.766542712533553,medium
770,8,13.063773386487629,0.005807015557488916,22.05417278186627,medium
769,16,13.059021944226714,0.008613491379596327,32.34642358212727,medium
769,32,12.748765552544318,0.016248221535066058,62.30902885453959,medium
769,40,12.71091814605347,0.013674386804151896,54.75676075627394,medium
769,64,12.69194140446006,0.0086365273202568,39.382859099898,medium
769,80,12.672978080613738,0.006967167596292675,34.440411921813414,medium
769,96,12.672950694943882,0.005821406644640374,31.09715804484074,medium
769,108,12.667514878510797,0.005144440767546073,29.09260392949507,medium
769,128,12.660257049961997,0.004314480197108842,26.71945359000959,medium
769,160,12.655600685693688,0.00342741330987644,24.329926303085376,medium
769,256,12.648107638172807,0.0020587513138068596,21.06629380830785,medium
769,512,12.340574775347717,0.0009806574349507271,20.680509230660125,medium
769,768,12.118019836167841,0.0007914198119399513,25.005043092552757,medium
769,1024,12.034203930016458,0.0007459306258766984,30.616228114421915,medium
769,1536,10.712591003659117,0.0006947618059780117,39.43733895706542,medium
1024,0,22.862108470263056,0.0008475037837469607,10.4971806179841,medium
1026,8,13.057559122198084,0.00510592463297605,26.088955999610146,medium
1025,16,12.87816225449254,0.008133626288706095,40.15001591349925,medium
1025,32,12.747459159484267,0.016231891621815413,80.16450243246932,medium
1025,40,12.709621320131847,0.013658176480131599,69.92098519869741,medium
1025,64,12.690669880548965,0.008620633271368111,49.282051078494405,medium
1025,80,12.671728195425139,0.006951544031435185,42.59299322224329,medium
1025,96,12.671712250236375,0.005805926085796528,38.050583664993,medium
1025,108,12.666291155546551,0.005129144230492988,35.33711539313852,medium
1025,128,12.659055078087126,0.004299455548672961,32.09393872976396,medium
1025,160,12.6544290155544,0.0034127674331353498,28.77311420611817,medium
1025,256,12.647024353907625,0.002045210260492091,24.067404990835886,medium
1025,512,12.339684478371483,0.0009695287227478034,22.50842644726957,medium
1025,768,12.11743864197722,0.00078415488455718,26.636547512665068,medium
1025,1024,12.033763645736274,0.0007404270723743811,32.20040449415663,medium
1025,1536,10.712233015914608,0.0006902869591716539,40.85274221744771,medium
1536,0,17.68670440338919,0.0007668871988819896,12.878073406333266,medium
1538,8,12.875561476638502,0.004318500413253287,33.61644085918557,medium
1537,16,12.871343829134435,0.007626807220106129,55.78743392805751,medium
1537,32,12.746167117422988,0.016215741096049428,115.88480879162015,medium
1537,40,12.708335418513272,0.013642102709899425,100.26046272439568,medium
1537,64,12.68940268388363,0.008604793313051407,69.09660904806105,medium
1537,80,12.670476311627034,0.00693589548395888,58.917340176628144,medium
1537,96,12.670468741299358,0.005790382224083803,51.979963730841135,medium
1537,108,12.66505789997962,0.005113728535906363,47.85077210498858,medium
1537,128,12.657837900392831,0.004284240827494266,42.871106059247126,medium
1537,160,12.653234048434578,0.003397830344137573,37.69319510911642,medium
1537,256,12.645895448445106,0.002031098942210588,30.11738432508046,medium
1537,512,12.338707745900056,0.0009573195668549689,26.236972375741914,medium
1537,768,12.1167340571538,0.0007753475742644211,29.957756664584753,medium
1537,1024,12.033198607372565,0.0007333640928280398,35.421341317917964,medium
1537,1536,10.711755475014856,0.0006843176979247502,43.744867519523346,medium
2048,0,17.497252132020673,0.0006537471990633459,16.110552270160593,medium
2050,8,12.867381296228407,0.003897646299122317,41.017351623033356,medium
2049,16,12.868106709802154,0.007388530324464976,71.61848914604732,medium
2049,32,12.745526344104869,0.01620773142957293,151.60972397232416,medium
2049,40,12.707696461187272,0.013634115743324429,130.60538985140133,medium
2049,64,12.688770641862407,0.008596892787786123,88.9192126639159,medium
2049,80,12.669849559666465,0.006928061084451754,75.25129136842722,medium
2049,96,12.66984503885149,0.005782585943485466,65.92066100435316,medium
2049,108,12.664437604027693,0.005105974836507272,60.37685850232938,medium
2049,128,12.657223460822213,0.004276560332861545,53.662588029165555,medium
2049,160,12.652627552847148,0.0033902491492946857,46.63054170539797,medium
2049,256,12.645312922104225,0.0020238173629495665,36.19250396518318,medium
2049,512,12.338182884210559,0.0009507587957362391,30.00638551499925,medium
2049,768,12.116322484403875,0.0007702029148903769,33.31621110843226,medium
2049,1024,12.03285143714154,0.0007290244649402035,38.67858173345941,medium
2049,1536,10.711451438651984,0.000680517243388843,46.68161145608893,medium
0,8,7957.670283466337,0.6195676263141348,76.63869164970966,high
0,16,2180.349875196622,0.19877401055103588,49.79915554241062,high
0,32,648.2718939920137,0.08733552443769031,44.71587318033614,high
0,40,374.3753299544819,0.06739724114364055,43.630361996850695,high
0,64,49.129522842148944,0.03984439851877379,42.68537817234655,high
0,80,48.94972766919822,0.03105773959874373,42.54443371788373,high
0,96,48.829864220564396,0.025306344284975947,42.56033649269468,high
0,108,47.88424747154024,0.022190436956302323,42.597548439701775,high
0,128,47.80659490977213,0.018197459224645482,42.62496760717475,high
0,160,45.471466355554824,0.014046993381264024,42.66358882899484,high
0,256,43.41523306321969,0.007746574328634067,42.90018690800916,high
0,512,41.305596531411204,0.002880350983117081,46.32473151142451,high
0,768,39.81393278967478,0.0015111041931867083,52.053657120083535,high
0,1024,39.46721593268812,0.0011859553440512992,63.893688521921405,high
0,1536,34.17643560866758,0.0010354575798790227,83.19280717933624,high
8,0,17514.941481822745,1.3115093110678517,43.07330530122297,high
9,8,3546.2514861834234,0.2978005598329667,48.223208257361094,high
8,16,1436.4482147973201,0.14411951635283604,41.317271557998964,high
8,32,491.4412361887887,0.07549679068885691,41.69305522241173,high
8,40,275.18938020901305,0.05975245076442083,41.27004144007836,high
8,64,55.04792284214894,0.03705660505382187,41.70889770367842,high
8,80,50.876981337681514,0.02972082592986483,42.1649211572396,high
8,96,49.74214991056463,0.02500791313582726,43.15246888304286,high
8,108,49.668247675729575,0.021991916293918085,43.319483097086994,high
8,128,49.59952732928905,0.01818442674076152,43.567423262292905,high
8,160,49.49790051423409,0.014112971648807471,44.12500726296604,high
8,256,49.35059505547531,0.008036444281289861,46.12037265697384,high
8,512,48.036902720534165,0.0034865735630344986,55.17793000548917,high
8,768,47.1329930147004,0.00215252230503978,66.09426477224073,high
8,1024,46.619296109819544,0.0017866014160887941,81.70792641190204,high
8,1536,41.49968837497218,0.0015818229751097953,108.82452843114446,high
16,0,5234.141510453566,0.41696995455406305,27.744584071934742,high
17,8,3189.1605372151525,0.27187789121165484,53.079823858822266,high
16,16,1329.2314406037717,0.13652852603966006,43.72924598701883,high
16,32,442.9177544074123,0.07198059635687312,42.319284878843,high
16,40,234.28108722643015,0.0570779367801757,41.324723187282515,high
16,64,47.379157954025025,0.03617226261116494,41.535822714811495,high
16,80,47.20803620392085,0.028834230416748614,41.7622499422699,high
16,96,47.136058609554766,0.023681771873203982,41.75227426633472,high
16,108,47.080844791619604,0.02089938024254345,41.94638049448602,high
16,128,47.029003593840585,0.01730288004765566,42.107469731138195,high
16,160,46.948183335529016,0.013491506914994069,42.666564889407,high
16,256,46.212246414081164,0.007671809295932954,44.12810558001395,high
16,512,44.909844919578056,0.0032630740831531444,51.826618448432484,high
16,768,44.00893838340806,0.0019665624459554274,61.37021763046304,high
16,1024,43.49589251747759,0.0016087795438843855,75.47353960955728,high
16,1536,38.3774268621001,0.001418277096278845,99.72244167249173,high
32,0,2012.5411371914188,0.1825692575823913,24.848169038176163,high
33,8,2992.157606866736,0.257742534243005,67.40284620662446,high
32,16,1256.7040971502613,0.13156277651404336,50.91495235296494,high
32,32,398.44554388109646,0.06912739396313367,45.26286465594304,high
32,40,194.09532080307247,0.05424549120549118,43.110552638264586,high
32,64,47.21104300977598,0.034070825808051874,41.767743274388806,high
32,80,44.91691685214335,0.02780996155159981,42.24892065062519,high
32,96,44.21605860955477,0.023546494905273954,42.962892695310764,high
32,108,44.1608447916196,0.020764103274613425,42.911038208440104,high
32,128,44.10900359384058,0.01716760307972563,42.73029352712493,high
32,160,44.028183335529015,0.013356229947064044,42.86923970844655,high
32,256,43.90706057902584,0.007606986357741365,43.90255436084513,high
32,512,42.608659463926145,0.0032482558875042786,50.79380948678917,high
32,768,41.7084118399389,0.0019599806525909132,59.629600745057935,high
32,1024,41.195480478113026,0.0016036290518273671,73.04481028556499,high
32,1536,36.07718916037292,0.0014153058246890293,95.94994176852396,high
40,0,1455.612067251856,0.14206513848946076,24.43894346621651,high
41,8,2956.1677086587974,0.2554244256772123,75.18331230722809,high
40,16,1239.1941849465738,0.13037350878136394,54.8079867114079,high
40,32,386.6130459557852,0.06826996657724155,47.072404659268244,high
40,40,183.07482287776122,0.05362806381959906,44.37423996307314,high
40,64,47.164034521793,0.03348321970826461,42.314128171715794,high
40,80,44.87060651031918,0.027231082278797673,42.4525781730846,high
40,96,44.16009584699151,0.022846960373233145,42.68398058517748,high
40,108,44.11556387167554,0.02019809177531264,42.65622400643511,high
40,128,44.0734713822826,0.016723450435250798,42.44410339743217,high
40,160,44.00467508254793,0.013062376784800418,42.635112552871846,high
40,256,43.8979881568092,0.007493581080033337,43.788020960911844,high
40,512,42.60650411426465,0.003221314016735544,50.78357337607538,high
40,768,41.707449218282754,0.0019479478818891297,59.64797992781006,high
40,1024,41.19472703248788,0.0015942109815130622,73.04454882760471,high
40,1536,36.07675502277519,0.0014098791047174161,95.95223795792532,high
64,0,658.1918071278196,0.08402315034296998,23.933604153364747,high
65,8,2903.398387330508,0.25167059743386117,99.0585894017701,high
65,16,1209.6590721747068,0.12841330121764133,67.37461262321554,high
64,32,365.4411259706487,0.06696107221908423,52.94908219767913,high
64,40,163.1993208030725,0.05223195336799593,48.69211666723603,high
64,64,46.4711458141804,0.03243683389517712,44.563075288278284,high
64,80,44.78596990351555,0.026173124693752298,43.852527601532906,high
64,96,44.07016582847353,0.021722835141758382,43.272792998590766,high
64,108,44.04007004747393,0.019254418972792526,43.125525826380915,high
64,128,44.01205609383325,0.01595575932963399,42.67566091555979,high
64,160,43.962062549047324,0.012529720116042933,42.771007506154454,high
64,256,43.88084228641848,0.007279257700149317,43.93069002416195,high
64,512,42.6029397661911,0.003176759665816197,51.038667095420735,high
64,768,41.70615008871816,0.0019317087623317115,59.93920843804363,high
64,1024,41.19379257923491,0.0015825303158508671,73.30658512014332,high
64,1536,36.07632924456889,0.0014045568771386817,96.21988306271227,high
80,0,403.1761616888009,0.06546198190094343,23.85329984460038,high
81,8,2881.9987439813863,0.25030105806073644,115.01235295745184,high
81,16,982.7142192988367,0.11187385480495703,66.45201506861645,high
80,32,357.19601278061793,0.06636360024879215,57.04888236172483,high
80,40,155.38025538251168,0.051665354424477034,51.78551306344553,high
80,64,44.84327054473876,0.03208839302715656,46.288940494116474,high
80,80,44.75348850898945,0.02576710726217606,45.13819601655177,high
80,96,44.03602598393694,0.02129608708505103,44.126789349126305,high
80,108,44.01023995122027,0.01888154276962182,43.846771698859676,high
80,128,43.986167755541786,0.015632155100990662,43.179939691152065,high
80,160,43.94287100182345,0.012289825775744502,43.125916273093274,high
80,256,43.8717005553637,0.007164986061964633,44.12489711200424,high
80,512,42.60064376294833,0.0031480596252815435,51.21211755949978,high
80,768,41.705223268439475,0.001920123508848083,60.12232838852059,high
80,1024,41.19309896930972,0.0015738601917860914,73.46574015545727,high
80,1536,36.07597980289553,0.001400188856221699,96.37800759168977,high
96,0,235.83073281604698,0.05346064977415886,23.849036909684543,high
97,8,2869.8054016359993,0.249417482528462,131.1104524401514,high
97,16,964.1262937720285,0.11056423924177859,73.1098698480609,high
96,32,351.29754388109654,0.06605211699520364,61.22128193510346,high
96,40,149.66789223164392,0.05136735709470401,54.95898614382652,high
96,64,44.81619008810372,0.03174988731921857,48.12787323639741,high
96,80,44.730319569543376,0.02547749551910009,46.56027110441654,high
96,96,44.01175858265136,0.02099274456898124,45.15638111339406,high
96,108,43.988523002409224,0.018610080909483705,44.72821095666656,high
96,128,43.96727838898392,0.015396038019017356,43.84918918925695,high
96,160,43.928187721884875,0.012106284776512327,43.61081823135654,high
96,256,43.86437165596076,0.0070733748194279,44.402645152250976,high
96,512,42.59871994186367,0.0031240118617233,51.42043033002524,high
96,768,41.70445291823037,0.0019104941312343164,60.327903018743164,high
96,1024,41.192534001214796,0.0015667980905994883,73.64982784716774,high
96,1536,36.075710793807055,0.0013968262426157525,96.55981164068157,high
108,0,142.18614560801802,0.04664861111186077,23.824175274017378,high
109,8,2863.1168035741625,0.24897694483141336,143.20949959669045,high
109,16,957.7650150635125,0.1101032770165238,78.36856163282022,high
108,32,347.98248853054304,0.06581189559298962,64.38907724874677,high
108,40,146.47932080307248,0.05113630119408289,57.38767134040509,high
108,64,44.80077474831267,0.03155719557183046,49.565516164092884,high
108,80,44.71692763251264,0.025310096306215998,47.68550438439016,high
108,96,43.99760747154025,0.020815855680092355,45.99993780579598,high
108,108,43.9756855026575,0.01844961216258717,45.45696774912307,high
108,128,43.95612669250112,0.01525664181298232,44.42201587341194,high
108,160,43.91913140129051,0.011993080769082662,44.02995521449964,high
108,256,43.85970508296462,0.007015042656976049,44.6486975216245,high
108,512,42.59743878662358,0.0031079974212221127,51.591477202262794,high
108,768,41.70394530895446,0.0019041490152854005,60.49204704878067,high
108,1024,41.19216368256195,0.0015621691074388841,73.79814176378636,high
108,1536,36.07554054388136,0.0013946981185445162,96.70539469605703,high
128,0,102.00314838623545,0.038234374173633325,23.837840902822354,high
129,8,2834.7181045654356,0.24685903999645642,162.45262546232132,high
129,16,947.5689699955203,0.10935932735103777,87.05505336494245,high
128,32,343.8506708160811,0.06551248851223151,69.7191028842812,high
128,40,142.48419885185297,0.050846799603414816,61.494191313796804,high
128,64,44.78116976566821,0.03131213328877476,52.034614212779545,high
128,80,44.69946911594538,0.02509186484912511,49.63127747834218,high
128,96,43.97971104589222,0.020592150359492082,47.50996185619452,high
128,108,43.959263469804036,0.018244336751918857,46.77283020906889,high
128,128,43.941235807014024,0.015070505744393621,45.46182153111047,high
128,160,43.90711172142883,0.011842834770811722,44.81890987290019,high
128,256,43.85284704605605,0.006929317195619005,45.097518613178046,high
128,512,42.59533222413988,0.003081665390175892,51.87607757783823,high
128,768,41.70304077986848,0.0018928424017106956,60.75517059258011,high
128,1024,41.19148333976486,0.001553664822475253,74.03141839269031,high
128,1536,36.07519895926546,0.001390428310845746,96.93003378611681,high
160,0,97.84268830546503,0.029460259040988854,23.874669480541353,high
161,8,2813.8392998196496,0.24538445017155605,193.93452089058795,high
161,16,919.3731003236057,0.10730423480935304,99.91988375044824,high
160,32,339.4697017109362,0.06519502698287317,78.33089601820961,high
160,40,138.22256075435132,0.05053798524852338,68.16254977631844,high
160,64,44.759499499973884,0.031041254967595633,56.10094570452201,high
160,80,44.67995833821146,0.0248479801274512,52.86925546417366,high
160,96,43.95949863950465,0.020339495279647412,50.07487111468533,high
160,108,43.940460519356996,0.0180092998713309,49.025292645840565,high
160,128,43.92413098585024,0.014856695479846343,47.283236524904666,high
160,160,43.89271246920886,0.011662844118062074,46.21890498764466,high
160,256,43.84420255790344,0.0068212610937113645,45.920580445018686,high
160,512,42.59244482648676,0.0030455729195119447,52.37417919871442,high
160,768,41.701767258053216,0.0018769233790198378,61.199498975806435,high
160,1024,41.19052193290779,0.0015416472367619392,74.42794263714072,high
160,1536,36.074717162271,0.001384405848415006,97.30773221660375,high
256,0,93.93034499460855,0.016205191526676304,24.064296023640892,high
257,8,2774.5991831785877,0.2426467969953408,287.9939186244327,high
257,16,883.8616141093958,0.10483810230852667,139.92402837269904,high
256,32,332.5965494059584,0.06474769710570087,104.36791606240902,high
256,40,131.47235134340133,0.050099564276715414,88.41062486570577,high
256,64,44.02786951809743,0.03064588019414004,68.62055935014963,high
256,80,43.95055063861625,0.02448038388251106,62.91530769099341,high
256,96,43.92772368930529,0.019942308402155388,58.28553267614235,high
256,108,43.910338830742916,0.01763277876365486,56.305740591396955,high
256,128,43.89606177204501,0.014505830307280889,53.2903840226696,high
256,160,43.868101521309946,0.011355207269325693,50.9536263494482,high
256,256,43.82769226069459,0.006614882378600798,48.80908660088871,high
256,512,42.58587365463505,0.0029634332713655434,54.04582018829105,high
256,768,41.69860112366104,0.0018373466991176636,62.61305539668685,high
256,1024,41.18807108060013,0.0015110115829161533,75.6899689578116,high
256,1536,36.07342600435305,0.0013682663744406997,98.47911301030445,high
512,0,88.75675112112413,0.005867726854443583,25.757909477486418,high
513,8,2744.1580517623293,0.24048392708358518,539.8492921615772,high
513,16,855.1507493202198,0.10280122315178065,247.93747725709162,high
512,32,326.98007279397234,0.0643407060468613,174.2722536852668,high
512,40,125.92125628694339,0.049697311011754695,142.97422432158177,high
512,64,43.997685557481866,0.030268580686445452,102.79765497467938,high
512,80,43.92163237766014,0.024118905620559697,90.60963476166977,high
512,96,43.8997137954477,0.01959218472893554,81.19198313382142,high
512,108,43.88319923643553,0.017293533834812507,76.77594924169112,high
512,128,43.87009371639437,0.014181229611647993,70.45005677304826,high
512,160,43.844123147726364,0.011055477599530954,64.77535137387875,high
512,256,43.80919225181016,0.0063836322675453845,57.64924503884996,high
512,512,42.57626027424528,0.002843266016493369,59.17695105489422,high
512,768,41.693167776441044,0.0017694298588677192,66.75551840801498,high
512,1024,41.18367024010628,0.0014560010767430698,79.41558695379678,high
512,1536,36.07087471101003,0.0013363752076528638,101.82858013720126,high
768,0,86.76345942477417,0.0032626722892765696,30.02330365013421,high
769,8,2736.878900792975,0.23995601079123033,792.5736226947358,high
769,16,848.363681432905,0.1023091919791089,356.9854383811753,high
768,32,325.16611530966793,0.0642092598523465,244.32609142977986,high
768,40,124.11886278780526,0.049566702787179465,197.7166326016392,high
768,64,43.98763334536777,0.030142928035019237,137.22391080855078,high
768,80,43.91181088566986,0.02399613697068115,118.59180583077968,high
768,96,43.89006392004605,0.019471561286414904,104.42645731333334,high
768,108,43.873718506561616,0.017175024711388657,97.59734092676256,high
768,128,43.860862406789884,0.014065838241591867,88.00076459381144,high
768,160,43.83530497963731,0.010945250498417677,79.03297617347229,high
768,256,43.80165877345034,0.0062894637880476605,66.977710797167,high
768,512,42.57138916831308,0.0027823771923409695,64.71132159049212,high
768,768,41.68996821525517,0.0017294353440442938,71.17458939547066,high
768,1024,41.18095176149307,0.0014220200940778676,83.42459262946323,high
768,1536,36.0691223873087,0.0013144711613862778,105.37951512907833,high
1024,0,84.66843388105222,0.002273980149565102,35.26489953860307,high
1025,8,2732.0727624534734,0.23960551074488962,1044.9657855784296,high
1025,16,843.6522414676533,0.10196566194900396,465.67008121096757,high
1024,32,324.2686588039095,0.06414422677221907,314.41565842156103,high
1024,40,123.22539270720017,0.04950195857843997,252.50209210717384,high
1024,64,43.98260382449114,0.030080059024061415,171.7120611266148,high
1024,80,43.9068596652069,0.02393424671489426,146.64708951434173,high
1024,96,43.885172471540244,0.01941041818009235,127.74565130469804,high
1024,108,43.868886813454026,0.017114628547543715,118.51089458512507,high
1024,128,43.85612535377189,0.01400662507886685,105.65618488451689,high
1024,160,43.83071767137804,0.010887909145176854,93.4119634300346,high
1024,256,43.79757104643516,0.006238367200357838,76.45966383528636,high
1024,512,42.56844490360384,0.002745573883475466,70.40948958844504,high
1024,768,41.687857141006695,0.0017030469159383665,75.72824375104992,high
1024,1024,41.17910389752705,0.0013989217945026106,87.5800990385279,high
1024,1536,36.067843905650356,0.0012984901406569974,109.04987313531134,high
1536,0,63.96681761355675,0.0019515138101052197,41.42655922533307,high
1537,8,2728.086261546452,0.23931624111218622,1550.176357208038,high
1537,16,839.8391475872611,0.10168894306075522,683.551636657489,high
1536,32,323.3783540076788,0.0640797119319125,454.63046247542513,high
1536,40,122.33790487386887,0.04943764786587973,362.1160176899913,high
1536,64,43.977576830377075,0.0300172215976356,240.75075014977145,high
1536,80,43.901886179191585,0.02387207813970273,202.83204756312907,high
1536,96,43.88024084555943,0.01934877285533211,174.4708080932838,high
1536,108,43.86399760877998,0.01705351348911823,160.43303950055565,high
1536,128,43.85130939076349,0.013946425541261893,141.0759480202919,high
1536,160,43.826009854298995,0.01082906143168884,122.29845684593306,high
1536,256,43.793243522109876,0.006184273146291849,95.59490651608859,high
1536,512,42.56506166493287,0.002703283400088257,82.01895193292813,high
1536,768,41.68524556990325,0.0016704022771453313,85.03499240365237,high
1536,1024,41.17675529293024,0.0013695642370424605,96.11805590264491,high
1536,1536,36.06610474209041,0.001276750596157639,116.59687547690812,high
2048,0,63.2090085280827,0.0014989538108306417,50.99456321397569,high
2049,8,2726.446938270727,0.2391971091824684,2055.624086156316,high
2049,16,838.0539321685665,0.10155891947819636,901.5439722362667,high
2048,32,322.93581529883716,0.06404764390953267,594.8628974872772,high
2048,40,121.89634409411576,0.0494056507079266,471.7512397950147,high
2048,64,43.975064043949686,0.029985811767293265,309.8205860456664,high
2048,80,43.899390804646536,0.02384088595788966,259.05438196950365,high
2048,96,43.87775957714833,0.019317757000193468,221.2397667501112,high
2048,108,43.86153088505962,0.017022679442613646,202.40338305765346,high
2048,128,43.8488709689654,0.013915945268785774,176.55128132264306,high
2048,160,43.823609033882896,0.010799051176487568,151.2513028965881,high
2048,256,43.79098323299976,0.006156019532415304,114.82220669378262,high
2048,512,42.56317367087117,0.002679683474317073,93.75562824518353,high
2048,768,41.683692817170034,0.001650992867980125,94.47283584319675,high
2048,1024,41.175324840577694,0.0013516835826356687,104.81067052858938,high
2048,1536,36.064976771943144,0.0012626509693167893,124.29803120665183,high
