num_a100,num_h100,num_h200,ttff_s,tbf_s,cost,num_a100_config,num_h100_config,num_h200_config
257,16,0,805.887507079289,0.0991876940392522,132.57128667450175,256,16,0
256,32,0,296.6236505296506,0.06212571012223477,100.34214897927379,256,32,0
256,40,0,135.14799697833405,0.05035642143185251,88.85488790144798,256,40,0
256,64,0,44.255107336728486,0.03228856385334404,71.98368764964087,256,64,0
256,80,0,44.253007517221604,0.027069032106994007,68.8484780955486,256,80,0
256,96,0,43.923313341422364,0.01881216447261515,55.43858875158001,256,96,0
256,108,0,43.9152779932234,0.01658860970047611,53.48465081857671,256,108,0
256,128,0,43.90338502770615,0.01381434956054199,51.21072819056966,256,128,0
256,160,0,43.888177636634246,0.010795534465991095,48.99914276216019,256,160,0
256,256,0,43.85066512774707,0.006398026060125657,47.73838731595539,256,256,0
256,512,0,41.74340371740579,0.003089982067536895,54.62610159324655,256,512,0
256,768,0,41.72070271362289,0.0019555343277394633,64.15120635471229,256,768,0
256,1024,0,36.615312374822715,0.0020734248066937356,79.53264536338052,256,1024,0
256,1536,0,36.09803724383521,0.0015796173077104445,103.7299387958733,256,1536,0
513,8,0,2665.7601498604276,0.23480280904099227,527.1934753031633,512,8,0
513,16,0,776.7498971731609,0.09711989132330676,234.57906095195705,512,16,0
512,32,0,290.9089181046338,0.06171159907694371,167.49087660367118,512,32,0
512,40,0,129.5664204390514,0.049951959363788545,143.6921596522514,512,40,0
512,64,0,44.22474577905975,0.031909044382484916,107.88607909258698,512,64,0
512,80,0,44.22424122783228,0.02670945348962743,99.27454811337452,512,80,0
512,96,0,43.81508148624734,0.017459266282927256,73.57186699447779,512,96,0
512,108,0,43.814417554431664,0.015327854215579447,69.39249793964053,512,108,0
512,128,0,43.813229199834964,0.012687401712152135,64.37757168137146,512,128,0
512,160,0,43.811573062231155,0.009837977285952414,59.23068373802953,512,160,0
512,256,0,43.80602903064382,0.0058400748463350045,54.375790296246166,512,256,0
512,512,0,41.72436605968734,0.0028520113460563257,58.646073573071455,512,512,0
512,768,0,41.71481539203794,0.0018819428079275803,68.33948844800895,512,768,0
512,1024,0,36.608695138133236,0.001990709348075279,83.00100353489337,512,1024,0
512,1536,0,36.095797699478645,0.0015516230032534407,107.40256702608563,512,1536,0
769,8,0,2658.3501248211146,0.23426540912037952,773.9215114529974,768,8,0
769,16,0,769.8328983289973,0.09661844486390682,337.62956361563965,768,16,0
768,32,0,289.0753097033977,0.06157872890294109,234.79491067811506,768,32,0
768,40,0,127.75619887714436,0.049820783888288034,198.7097870134105,768,40,0
768,64,0,44.21464566211145,0.031782792920631145,144.0396782875483,768,64,0
768,80,0,44.21443299590542,0.026586850590541646,129.98484671887894,768,80,0
768,96,0,43.797073426005504,0.017234165529904387,94.08920774422232,768,96,0
768,108,0,43.79685164028222,0.015108280288711402,87.66962463948975,768,108,0
768,128,0,43.79641021639936,0.01247716441920708,79.878167402694,768,128,0
768,160,0,43.79580109670357,0.009640827716857654,71.72617321207403,768,160,0
768,256,0,43.793677954159904,0.005685686390286068,62.70872017472893,768,256,0
768,512,0,41.71670193020718,0.0027562097275542967,63.738631548492904,768,512,0
768,768,0,41.711410918641874,0.0018393868904767706,72.83920537290969,768,768,0
768,1024,0,36.604979221647724,0.0019442603920064242,86.9836004048735,768,1024,0
768,1536,0,36.09422304337212,0.001531939801921843,111.2397975377076,768,1536,0
1025,8,0,2653.5506426186103,0.2339153914028067,1020.340594447218,1024,8,0
1025,16,0,765.1230311878546,0.09627502880656341,440.3393937517423,1024,16,0
1024,32,0,288.1723312564311,0.061513295682146404,302.13648993052107,1024,32,0
1024,40,0,126.86124333212831,0.04975593203719992,253.77148875535707,1024,40,0
1024,64,0,44.20960512199693,0.03171978616919967,180.25630683264458,1024,64,0
1024,80,0,44.20949227306098,0.026525091554986162,160.76841831712963,1024,80,0
1024,96,0,43.789652985362075,0.017141410021861543,114.88596234510275,1024,96,0
1024,108,0,43.78954505930269,0.015016948026467298,106.23822401092997,1024,108,0
