num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
0,8,0,0,24102.98,1.78,221.23,24702.98,30679854.61
0,16,0,0,6449.78,0.5,126.27,7049.78,26987318.03
0,24,0,0,3796.01,0.31,118.11,4396.01,26616235.91
0,32,0,0,2576.76,0.22,113.8,3176.76,26405929.62
0,40,0,0,1891.29,0.17,111.55,2491.29,26300388.12
0,48,0,0,1457.09,0.14,110.53,2057.09,26262222.17
0,56,0,0,1149.0,0.12,109.64,1749.0,26223157.38
0,64,0,0,939.18,0.1,110.27,1539.18,26285029.7
0,72,0,0,842.02,0.09,116.23,1442.02,26922305.8
0,80,0,0,692.15,0.08,115.72,1292.15,26898015.5
0,96,0,0,471.43,0.07,115.14,1071.43,26874513.89
0,112,0,0,322.36,0.06,115.64,922.36,26922257.06
0,108,0,0,355.49,0.06,115.52,955.49,26910686.46
0,128,0,0,278.36,0.05,125.86,878.36,27626338.84
0,144,0,0,177.43,0.04,125.32,777.43,27595983.66
0,160,0,0,157.48,0.04,124.43,694.73,27598195.7
0,176,0,0,155.98,0.03,124.98,634.35,27641877.34
0,192,0,0,155.98,0.03,125.55,584.14,27686731.6
0,208,0,0,155.98,0.03,125.56,539.22,27690544.16
0,224,0,0,155.56,0.03,126.0,502.48,27789370.76
0,256,0,0,155.56,0.02,126.01,439.71,27795266.57
0,240,0,0,155.56,0.02,125.94,468.75,27787694.35
0,288,0,0,155.56,0.02,126.21,391.47,27813153.86
0,304,0,0,155.56,0.02,126.35,371.28,27824872.11
0,320,0,0,155.56,0.01,126.54,353.24,27839745.64
0,352,0,0,155.56,0.01,126.9,322.03,27867789.11
0,400,0,0,155.56,0.01,127.62,285.01,27922606.46
0,384,0,0,155.56,0.01,127.33,296.21,27901130.02
0,448,0,0,155.56,0.01,128.38,255.99,27979166.32
0,480,0,0,154.76,0.01,129.51,241.02,28060648.36
0,512,0,0,154.76,0.01,130.04,226.89,28100059.94
8,0,0,0,48795.34,3.56,117.45,49395.34,52322969.54
