num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
0,8,0,0,7298.84,0.57,70.74,7898.84,0.0
0,80,0,0,1229.42,0.13,163.83,1829.42,0.0
0,96,0,0,1142.52,0.12,187.26,1742.52,0.0
0,88,0,0,1180.92,0.12,175.44,1780.92,0.0
0,256,0,0,948.78,0.11,443.85,1548.78,0.0
8,56,0,0,896.21,0.1,97.35,1496.21,0.0
0,112,0,0,1090.55,0.12,211.96,1690.55,0.0
0,16,0,0,2981.77,0.25,64.15,3581.77,0.0
0,160,0,0,1020.68,0.11,290.28,1620.68,0.0
8,16,0,0,1779.93,0.17,48.29,2379.93,0.0
8,48,0,0,973.55,0.11,88.29,1573.55,0.0
0,104,0,0,1117.39,0.12,199.94,1717.39,0.0
0,176,0,0,1005.26,0.11,316.27,1605.26,0.0
8,64,0,0,819.66,0.1,105.09,1419.66,0.0
0,56,0,0,1365.44,0.14,123.21,1965.44,0.0
8,24,0,0,1485.67,0.15,60.99,2085.67,0.0
0,24,0,0,2226.63,0.2,75.94,2826.63,0.0
8,0,0,0,15142.42,1.14,37.43,15742.42,0.0
0,40,0,0,1654.81,0.16,100.97,2254.81,0.0
8,80,0,0,750.69,0.09,124.17,1350.69,0.0
8,72,0,0,817.68,0.1,117.64,1417.68,0.0
0,48,0,0,1479.96,0.15,111.76,2079.96,0.0
0,72,0,0,1259.08,0.13,149.84,1859.08,0.0
0,64,0,0,1300.23,0.13,136.14,1900.23,0.0
8,40,0,0,1052.09,0.11,77.91,1652.09,0.0
0,208,0,0,974.04,0.11,366.51,1574.04,0.0
0,32,0,0,1798.71,0.17,85.93,2398.71,0.0
8,32,0,0,1198.03,0.12,68.68,1798.03,0.0
8,96,0,0,674.19,0.09,139.96,1274.19,0.0
8,176,0,0,601.18,0.08,239.52,1201.18,0.0
8,104,0,0,674.19,0.09,151.37,1274.19,0.0
8,88,0,0,750.69,0.09,136.27,1350.69,0.0
8,128,0,0,606.37,0.08,175.73,1206.37,0.0
0,1023,0,0,878.25,0.1,1694.54,1478.25,0.0
0,143,0,0,1038.91,0.11,264.19,1638.91,0.0
16,0,0,0,6468.91,0.5,33.62,7068.91,0.0
16,16,0,0,1949.23,0.18,57.78,2549.23,0.0
0,127,0,0,1062.33,0.12,238.19,1662.33,0.0
24,479,0,0,1002.24,0.11,872.36,1602.24,0.0
16,24,0,0,1749.06,0.16,74.28,2349.06,0.0
16,56,0,0,1302.79,0.13,128.33,1902.79,0.0
16,64,0,0,1257.64,0.13,141.92,1857.64,0.0
16,40,0,0,1432.37,0.14,100.67,2032.37,0.0
16,48,0,0,1348.49,0.14,113.97,1948.49,0.0
16,72,0,0,1215.75,0.13,154.98,1815.75,0.0
16,88,0,0,1155.47,0.12,181.28,1755.47,0.0
0,191,0,0,988.46,0.11,341.41,1588.46,0.0
16,80,0,0,1192.85,0.12,169.09,1792.85,0.0
16,96,0,0,1132.76,0.12,194.45,1732.76,0.0
16,104,0,0,1113.13,0.12,207.59,1713.13,0.0
16,128,0,0,1073.61,0.12,247.77,1673.61,0.0
8,143,0,0,603.87,0.08,196.93,1203.87,0.0
32,1023,0,0,983.05,0.11,1829.73,1583.05,0.0
16,176,0,0,1028.6,0.11,328.62,1628.6,0.0
8,111,0,0,681.93,0.09,163.77,1281.93,0.0
0,509,0,0,889.45,0.11,853.68,1489.45,0.0
8,191,0,0,600.49,0.08,260.88,1200.49,0.0
8,479,0,0,531.96,0.08,610.93,1131.96,0.0
8,1023,0,0,531.27,0.08,1299.48,1131.27,0.0
8,207,0,0,599.88,0.08,282.24,1199.88,0.0
8,159,0,0,602.11,0.08,218.17,1202.11,0.0
40,88,0,0,1106.11,0.12,188.35,1706.11,0.0
0,477,0,0,886.53,0.1,798.76,1486.53,0.0
16,143,0,0,1052.68,0.11,274.27,1652.68,0.0
16,191,0,0,1027.95,0.11,357.64,1627.95,0.0
16,111,0,0,1115.21,0.12,223.21,1715.21,0.0
16,159,0,0,1048.17,0.11,303.04,1648.17,0.0
16,255,0,0,1007.7,0.11,468.38,1607.7,0.0
0,2041,0,0,861.02,0.1,3349.58,1461.02,0.0
16,207,0,0,1005.82,0.11,381.54,1605.82,0.0
8,510,0,0,531.86,0.08,651.43,1131.86,0.0
16,479,0,0,1006.24,0.11,870.72,1606.24,0.0
16,510,0,0,1006.15,0.11,928.21,1606.15,0.0
8,765,0,0,522.79,0.08,967.97,1122.79,0.0
0,4085,0,0,839.42,0.1,6587.18,1439.42,0.0
8,5,0,0,4752.75,0.38,60.66,5352.75,0.0
8,4095,0,0,522.22,0.08,5148.34,1122.22,0.0
0,3185,0,0,844.3,0.1,5160.85,1444.3,0.0
16,5,0,0,3271.62,0.28,53.08,3871.62,0.0
8,2040,0,0,522.34,0.08,2565.71,1122.34,0.0
8,3176,0,0,522.24,0.08,3992.64,1122.24,0.0
24,0,0,0,4946.48,0.39,39.56,5546.48,0.0
24,104,0,0,1097.5,0.12,209.74,1697.5,0.0
24,80,0,0,1163.36,0.12,170.5,1763.36,0.0
24,88,0,0,1138.13,0.12,183.62,1738.13,0.0
24,72,0,0,1189.92,0.12,157.04,1789.92,0.0
24,64,0,0,1230.11,0.13,144.17,1830.11,0.0
24,96,0,0,1121.37,0.12,197.27,1721.37,0.0
24,176,0,0,1016.36,0.11,329.99,1616.36,0.0
24,16,0,0,1788.54,0.17,59.82,2388.54,0.0
24,32,0,0,1470.76,0.14,88.95,2070.76,0.0
24,24,0,0,1638.37,0.16,76.1,2238.37,0.0
24,40,0,0,1383.26,0.14,102.95,1983.26,0.0
24,48,0,0,1314.67,0.13,116.54,1914.67,0.0
24,56,0,0,1270.85,0.13,130.63,1870.85,0.0
24,128,0,0,1061.26,0.11,249.89,1661.26,0.0
32,16,0,0,1677.66,0.16,62.46,2277.66,0.0
48,176,0,0,993.76,0.11,336.74,1593.76,0.0
32,64,0,0,1198.9,0.12,145.99,1798.9,0.0
32,48,0,0,1276.17,0.13,118.66,1876.17,0.0
32,88,0,0,1115.67,0.12,185.33,1715.67,0.0
32,72,0,0,1167.47,0.12,159.27,1767.47,0.0
32,0,0,0,4085.67,0.33,44.57,4685.67,0.0
32,96,0,0,1102.56,0.12,199.16,1702.56,0.0
32,24,0,0,1555.46,0.15,78.41,2155.46,0.0
32,32,0,0,1409.55,0.14,91.1,2009.55,0.0
16,1023,0,0,1002.67,0.11,1844.78,1602.67,0.0
32,56,0,0,1231.8,0.13,132.26,1831.8,0.0
32,80,0,0,1144.78,0.12,172.85,1744.78,0.0
24,143,0,0,1045.53,0.11,277.0,1645.53,0.0
24,111,0,0,1089.13,0.12,223.83,1689.13,0.0
32,104,0,0,1074.08,0.12,210.82,1674.08,0.0
24,255,0,0,1002.26,0.11,470.6,1602.26,0.0
16,4095,0,0,999.4,0.11,7341.23,1599.4,0.0
24,1023,0,0,997.22,0.11,1842.31,1597.22,0.0
32,128,0,0,1045.35,0.11,251.41,1645.35,0.0
16,32,0,0,1525.52,0.15,86.25,2125.52,0.0
24,207,0,0,1001.79,0.11,384.39,1601.79,0.0
32,176,0,0,999.59,0.11,330.37,1599.59,0.0
24,159,0,0,1030.58,0.11,303.69,1630.58,0.0
24,191,0,0,1015.71,0.11,358.79,1615.71,0.0
24,4095,0,0,995.4,0.11,7326.66,1595.4,0.0
32,111,0,0,1067.28,0.12,224.9,1667.28,0.0
24,510,0,0,1000.7,0.11,928.87,1600.7,0.0
16,765,0,0,999.96,0.11,1383.15,1599.96,0.0
32,143,0,0,1024.45,0.11,277.31,1624.45,0.0
32,191,0,0,989.6,0.11,356.78,1589.6,0.0
32,159,0,0,1021.05,0.11,305.77,1621.05,0.0
24,765,0,0,995.96,0.11,1383.49,1595.96,0.0
24,5,0,0,2621.67,0.23,51.83,3221.67,0.0
32,207,0,0,988.07,0.11,384.88,1588.07,0.0
32,255,0,0,988.07,0.11,470.21,1588.07,0.0
32,5,0,0,2285.8,0.2,53.29,2885.8,0.0
