num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
24,0,0,0,7834.01,0.57,60.16,8434.01,42324659.01
8,0,0,0,29140.28,2.13,70.72,29740.28,43247710.98
32,0,0,0,6024.78,0.44,63.01,6624.78,43125563.36
16,0,0,0,12113.92,0.88,60.46,12713.92,42111954.91
40,0,0,0,4906.37,0.36,65.46,5506.37,43735001.3
88,0,0,0,1936.87,0.14,66.35,2536.87,44229501.74
48,0,0,0,3900.07,0.29,64.2,4500.07,43524057.07
64,0,0,0,2807.62,0.21,64.82,3407.62,43838390.56
72,0,0,0,2586.9,0.19,68.2,3186.9,44591059.36
80,0,0,0,2224.43,0.16,67.16,2824.43,44386956.68
56,0,0,0,3207.51,0.24,63.37,3807.51,43388195.31
112,0,0,0,1419.81,0.11,67.24,2019.81,45012524.01
104,0,0,0,1589.64,0.12,67.68,2189.64,45099215.66
96,0,0,0,1703.16,0.13,65.72,2303.16,44105528.74
128,0,0,0,1149.69,0.09,66.57,1749.69,44883243.54
176,0,0,0,743.72,0.06,70.29,1343.72,45927225.7
160,0,0,0,896.19,0.07,71.15,1496.19,46105528.04
144,0,0,0,1088.9,0.08,72.28,1688.9,46340656.49
192,0,0,0,620.08,0.05,69.63,1220.08,45789615.74
208,0,0,0,749.64,0.06,83.44,1349.64,49027167.57
767,0,0,0,253.94,0.02,125.16,548.3,79457545.48
254,0,0,0,553.18,0.03,73.38,964.43,46689133.7
1021,0,0,0,251.89,0.01,135.2,444.21,81978274.83
509,0,0,0,339.69,0.02,91.3,599.99,56200456.29
2043,0,0,0,150.25,0.01,194.85,320.11,114862267.73
477,0,0,0,339.69,0.02,91.27,639.77,56183264.87
3169,0,0,0,124.54,0.01,266.66,282.49,152132875.47
3777,0,0,0,124.54,0.01,265.23,235.83,151844535.27
