num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
96,0,0,0,1703.16,0.13,208.82,2303.16,44105528.74
8,0,0,0,29140.28,2.13,224.7,29740.28,43247710.98
88,0,0,0,1936.87,0.14,210.84,2536.87,44229501.74
48,0,0,0,3900.07,0.29,204.0,4500.07,43524057.07
56,0,0,0,3207.51,0.24,201.38,3807.51,43388195.31
64,0,0,0,2807.62,0.21,205.97,3407.62,43838390.56
104,0,0,0,1589.64,0.12,215.07,2189.64,45099215.66
80,0,0,0,2224.43,0.16,213.4,2824.43,44386956.68
40,0,0,0,4906.37,0.36,208.02,5506.37,43735001.3
32,0,0,0,6024.78,0.44,200.22,6624.78,43125563.36
72,0,0,0,2586.9,0.19,216.71,3186.9,44591059.36
16,0,0,0,12113.92,0.88,192.12,12713.92,42111954.91
112,0,0,0,1419.81,0.11,213.65,2019.81,45012524.01
128,0,0,0,1149.69,0.09,211.52,1749.69,44883243.54
24,0,0,0,7834.01,0.57,191.17,8434.01,42324659.01
144,0,0,0,1088.9,0.08,229.69,1688.9,46340656.49
160,0,0,0,896.19,0.07,226.09,1496.19,46105528.04
176,0,0,0,743.72,0.06,223.36,1343.72,45927225.7
192,0,0,0,620.08,0.05,221.24,1220.08,45789615.74
208,0,0,0,749.64,0.06,265.13,1349.64,49027167.57
767,0,0,0,253.94,0.02,397.7,548.3,79457545.48
254,0,0,0,553.18,0.03,233.18,964.43,46689133.7
1021,0,0,0,251.89,0.01,429.6,444.21,81978274.83
509,0,0,0,339.69,0.02,290.13,599.99,56200456.29
477,0,0,0,339.69,0.02,290.03,639.77,56183264.87
2043,0,0,0,150.25,0.01,619.16,320.11,114862267.73
3169,0,0,0,124.54,0.01,847.34,282.49,152132875.47
3777,0,0,0,124.54,0.01,842.8,235.83,151844535.27
