num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
0,8,0,0,46803.68,3.43,567.79,47403.68,0.0
0,16,0,0,8178.11,0.62,210.28,8778.11,0.0
0,32,0,0,3741.84,0.3,208.02,4341.84,0.0
0,48,0,0,2526.54,0.22,224.69,3126.54,0.0
0,61,0,0,2565.67,0.22,289.12,3165.67,0.0
0,71,0,0,2224.64,0.2,300.27,2824.64,0.0
0,93,0,0,2074.84,0.19,372.45,2674.84,0.0
0,125,0,0,2196.38,0.2,523.35,2796.38,0.0
0,190,0,0,1262.54,0.13,529.84,1862.54,0.0
0,188,0,0,1563.99,0.15,609.11,2163.99,0.0
0,167,0,0,1747.51,0.17,586.96,2347.51,0.0
0,229,0,0,1522.84,0.15,727.85,2122.84,0.0
0,756,0,0,208.59,0.05,915.24,808.59,0.0
0,770,0,0,213.97,0.05,938.39,813.97,0.0
0,378,0,0,694.87,0.09,732.83,1294.87,0.0
0,593,0,0,391.58,0.07,880.37,991.58,0.0
8,0,0,0,93762.14,6.84,712.96,94362.14,0.0
8,8,0,0,18975.33,1.41,382.37,19575.33,0.0
8,16,0,0,7560.47,0.57,257.15,8160.47,0.0
8,32,0,0,3814.75,0.31,244.87,4414.75,0.0
8,48,0,0,2480.02,0.21,244.62,3080.02,0.0
6,64,0,0,2637.57,0.23,328.58,3237.57,0.0
8,71,0,0,2661.04,0.23,371.3,3261.04,0.0
6,96,0,0,2090.51,0.19,401.96,2690.51,0.0
8,128,0,0,2512.16,0.22,619.94,3112.16,0.0
8,192,0,0,1274.53,0.13,553.03,1874.53,0.0
8,254,0,0,731.92,0.09,516.58,1331.92,0.0
8,311,0,0,661.9,0.09,597.12,1261.9,0.0
8,267,0,0,750.07,0.09,549.9,1350.07,0.0
5,674,0,0,676.21,0.09,1293.88,1276.21,0.0
8,582,0,0,853.61,0.1,1277.64,1453.61,0.0
7,441,0,0,562.79,0.08,775.45,1162.79,0.0
8,392,0,0,1191.7,0.13,1065.11,1791.7,0.0
16,0,0,0,19961.01,1.46,310.7,20561.01,0.0
16,8,0,0,9785.78,0.74,281.34,10385.78,0.0
16,16,0,0,6031.59,0.46,259.07,6631.59,0.0
16,32,0,0,2832.76,0.23,216.34,3432.76,0.0
16,48,0,0,2659.41,0.23,283.5,3259.41,0.0
16,64,0,0,2670.89,0.23,362.85,3270.89,0.0
16,72,0,0,2128.0,0.19,335.3,2728.0,0.0
16,96,0,0,2654.05,0.23,516.89,3254.05,0.0
13,128,0,0,1676.81,0.16,464.29,2276.81,0.0
10,175,0,0,1194.33,0.13,487.09,1794.33,0.0
16,236,0,0,672.09,0.09,468.71,1272.09,0.0
15,339,0,0,647.68,0.09,650.94,1247.68,0.0
12,412,0,0,816.91,0.1,890.09,1416.91,0.0
15,606,0,0,806.58,0.1,1296.14,1406.58,0.0
7,322,0,0,884.08,0.1,725.29,1484.08,0.0
8,220,0,0,1680.05,0.16,768.25,2280.05,0.0
8,200,0,0,1722.99,0.16,713.16,2322.99,0.0
32,0,0,0,7988.38,0.59,259.56,8588.38,0.0
32,8,0,0,5002.59,0.39,236.43,5602.59,0.0
32,16,0,0,3728.63,0.3,234.52,4328.63,0.0
31,32,0,0,2560.73,0.21,243.97,3160.73,0.0
29,48,0,0,2396.54,0.21,297.42,2996.54,0.0
32,64,0,0,2105.04,0.19,340.96,2705.04,0.0
32,72,0,0,2643.06,0.23,447.61,3243.06,0.0
22,96,0,0,2460.83,0.22,503.54,3060.83,0.0
22,124,0,0,1791.89,0.17,493.77,2391.89,0.0
30,166,0,0,1183.4,0.13,493.77,1783.4,0.0
11,254,0,0,1168.32,0.12,690.85,1768.32,0.0
28,286,0,0,1667.55,0.16,1030.94,2267.55,0.0
27,222,0,0,1684.81,0.16,817.69,2284.81,0.0
32,282,0,0,1133.31,0.12,784.22,1733.31,0.0
32,543,0,0,708.67,0.09,1103.49,1308.67,0.0
32,220,0,0,1473.2,0.15,745.55,2073.2,0.0
29,263,0,0,1135.95,0.12,731.11,1735.95,0.0
48,0,0,0,7023.18,0.52,345.58,7623.18,0.0
48,8,0,0,4147.09,0.33,272.06,4747.09,0.0
48,16,0,0,3066.04,0.25,254.02,3666.04,0.0
48,32,0,0,2427.72,0.21,282.32,3027.72,0.0
48,46,0,0,2368.62,0.21,339.03,2968.62,0.0
48,64,0,0,2293.14,0.21,408.38,2893.14,0.0
48,72,0,0,2498.22,0.22,474.44,3098.22,0.0
42,96,0,0,2402.46,0.21,550.65,3002.46,0.0
34,128,0,0,1333.48,0.14,432.63,1933.48,0.0
47,165,0,0,1179.82,0.13,518.7,1779.82,0.0
34,173,0,0,1158.01,0.12,511.81,1758.01,0.0
44,183,0,0,1165.26,0.12,557.02,1765.26,0.0
33,251,0,0,1158.01,0.12,715.45,1758.01,0.0
38,285,0,0,1128.77,0.12,799.73,1728.77,0.0
34,542,0,0,635.45,0.09,1042.23,1235.45,0.0
34,1049,0,0,593.19,0.08,1912.32,1193.19,0.0
47,792,0,0,622.16,0.08,1503.49,1222.16,0.0
64,0,0,0,5430.94,0.42,364.54,6030.94,0.0
64,8,0,0,3468.4,0.28,294.64,4068.4,0.0
64,16,0,0,2667.12,0.23,275.74,3267.12,0.0
64,32,0,0,2415.73,0.21,326.77,3015.73,0.0
64,47,0,0,2445.15,0.22,398.35,3045.15,0.0
64,64,0,0,2393.81,0.21,467.83,2993.81,0.0
61,72,0,0,2708.9,0.24,547.33,3308.9,0.0
64,94,0,0,2323.8,0.21,588.22,2923.8,0.0
44,128,0,0,1286.14,0.13,439.85,1886.14,0.0
