num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
0,8,0,0,24271.04,1.79,297.9,24871.04,0.0
0,16,0,0,8323.31,0.64,213.76,8923.31,0.0
0,32,0,0,3337.04,0.28,188.63,3937.04,0.0
0,48,0,0,1987.82,0.18,185.98,2587.82,0.0
0,64,0,0,1662.95,0.15,216.84,2262.95,0.0
0,72,0,0,1024.95,0.11,175.17,1624.95,0.0
0,96,0,0,675.32,0.08,183.31,1275.32,0.0
0,128,0,0,475.2,0.07,206.06,1075.2,0.0
0,192,0,0,157.91,0.05,217.87,757.91,0.0
0,256,0,0,143.16,0.05,284.85,743.16,0.0
0,480,0,0,69.98,0.04,439.68,611.8,0.0
0,512,0,0,62.04,0.04,478.83,624.63,0.0
0,768,0,0,61.61,0.02,393.89,342.55,0.0
0,1009,0,0,61.61,0.01,390.63,256.79,0.0
0,1061,0,0,61.61,0.01,380.18,238.65,0.0
0,1061,0,0,61.61,0.01,380.18,238.65,0.0
8,0,0,0,49132.25,3.58,375.75,49732.25,0.0
8,8,0,0,9721.92,0.74,201.62,10321.92,0.0
8,16,0,0,4946.41,0.39,174.77,5546.41,0.0
8,32,0,0,3015.38,0.25,200.53,3615.38,0.0
8,48,0,0,1420.22,0.14,160.45,2020.22,0.0
8,64,0,0,982.44,0.1,163.59,1582.44,0.0
8,72,0,0,1317.0,0.13,221.14,1917.0,0.0
8,96,0,0,701.17,0.08,196.85,1301.17,0.0
8,128,0,0,275.15,0.05,174.33,875.15,0.0
8,192,0,0,217.44,0.05,241.16,817.44,0.0
8,256,0,0,224.66,0.05,322.31,824.66,0.0
8,480,0,0,69.83,0.04,444.06,611.46,0.0
8,512,0,0,69.83,0.03,420.64,543.37,0.0
8,768,0,0,69.39,0.02,389.14,336.21,0.0
8,771,0,0,69.39,0.02,391.59,334.86,0.0
8,771,0,0,69.39,0.02,391.59,334.86,0.0
8,771,0,0,69.39,0.02,391.59,334.86,0.0
16,0,0,0,18494.64,1.37,288.54,19094.64,0.0
16,8,0,0,6719.7,0.52,198.28,7319.7,0.0
16,16,0,0,4205.33,0.34,187.73,4805.33,0.0
16,32,0,0,2476.98,0.21,193.92,3076.98,0.0
