num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
7,0,0,0,29466.62,2.15,227.17,30066.62,41804693.48
16,0,0,0,10996.99,0.8,175.24,11596.99,41385771.82
32,0,0,0,5673.64,0.42,189.6,6273.64,42780927.05
48,0,0,0,3570.58,0.26,189.07,4170.58,42880657.04
64,0,0,0,2623.35,0.19,194.83,3223.35,43446980.27
72,0,0,0,2256.5,0.17,194.24,2856.5,43430122.08
96,0,0,0,1613.54,0.12,200.69,2213.54,44475692.15
128,0,0,0,1107.61,0.08,206.43,1707.61,45106528.56
192,0,0,0,762.61,0.06,247.09,1362.61,48151993.37
254,0,0,0,559.03,0.03,220.88,913.55,46221104.25
477,0,0,0,342.88,0.02,283.21,624.72,56155504.25
511,0,0,0,339.81,0.02,287.63,594.82,56660992.76
759,0,0,0,256.07,0.02,390.5,544.04,79596255.54
1021,0,0,0,252.42,0.02,457.66,473.23,84996548.04
2037,0,0,0,151.1,0.01,616.54,320.0,115601593.99
3769,0,0,0,116.69,0.01,922.94,258.8,172395261.93
