num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
0,8,0,0,984.62,0.11,14.19,1584.62,2105760.04
0,16,0,0,15.59,0.04,9.05,505.54,1924438.85
0,32,0,0,11.93,0.02,11.24,313.69,2539400.13
0,48,0,0,8.51,0.02,12.7,236.29,3014145.15
0,64,0,0,7.71,0.01,11.88,165.89,2691391.85
0,72,0,0,7.71,0.01,11.45,142.11,2593053.53
0,96,0,0,7.61,0.01,11.1,103.28,2488067.15
0,128,0,0,6.4,0.01,12.42,86.65,2688656.96
0,192,0,0,5.66,0.0,14.36,66.83,3136569.31
0,253,0,0,5.4,0.0,17.19,59.98,3346044.25
0,253,0,0,5.4,0.0,17.19,59.98,3346044.25
0,253,0,0,5.4,0.0,17.19,59.98,3346044.25
0,253,0,0,5.4,0.0,17.19,59.98,3346044.25
0,253,0,0,5.4,0.0,17.19,59.98,3346044.25
0,253,0,0,5.4,0.0,17.19,59.98,3346044.25
0,253,0,0,5.4,0.0,17.19,59.98,3346044.25
8,0,0,0,2572.72,0.23,7.54,3172.72,3646834.79
8,8,0,0,35.1,0.04,7.2,635.1,2458481.17
8,16,0,0,17.0,0.04,11.42,562.68,3275786.94
8,32,0,0,15.86,0.02,10.32,270.18,2736554.33
8,48,0,0,12.86,0.01,11.67,207.9,2935144.09
8,64,0,0,12.86,0.01,11.77,159.04,2799064.53
8,72,0,0,12.86,0.01,11.87,143.04,2731009.33
8,96,0,0,12.86,0.01,13.17,119.9,2757685.95
8,128,0,0,12.34,0.01,15.48,106.28,2973336.13
8,169,0,0,12.24,0.01,19.7,98.79,3188506.96
8,169,0,0,12.24,0.01,19.7,98.79,3188506.96
8,169,0,0,12.24,0.01,19.7,98.79,3188506.96
8,169,0,0,12.24,0.01,19.7,98.79,3188506.96
8,169,0,0,12.24,0.01,19.7,98.79,3188506.96
8,169,0,0,12.24,0.01,19.7,98.79,3188506.96
8,169,0,0,12.24,0.01,19.7,98.79,3188506.96
8,169,0,0,12.24,0.01,19.7,98.79,3188506.96
16,0,0,0,500.46,0.08,5.23,1100.46,3632913.68
16,8,0,0,22.13,0.04,8.28,603.9,3281048.13
16,16,0,0,12.9,0.04,11.64,513.46,3459723.4
16,32,0,0,9.9,0.02,13.2,325.42,3675637.48
16,48,0,0,9.9,0.01,11.39,194.66,3089128.93
16,64,0,0,9.8,0.01,11.38,148.95,2908330.15
16,72,0,0,9.8,0.01,11.38,133.37,2845721.89
16,96,0,0,9.8,0.01,12.21,108.79,2820377.24
16,128,0,0,8.94,0.01,14.42,97.4,3066969.44
16,175,0,0,8.94,0.01,18.23,90.34,3304953.47
16,175,0,0,8.94,0.01,18.23,90.34,3304953.47
16,175,0,0,8.94,0.01,18.23,90.34,3304953.47
16,175,0,0,8.94,0.01,18.23,90.34,3304953.47
