num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
0,8,0,0,7375.8,0.58,71.43,7975.8,9085820.03
0,16,0,0,2322.76,0.21,52.35,2922.76,8549812.79
0,32,0,0,742.13,0.09,48.08,1342.13,8370992.91
0,48,0,0,259.32,0.06,46.17,859.32,8273529.21
0,64,0,0,68.98,0.05,47.93,668.98,8465881.03
0,72,0,0,42.09,0.04,51.12,634.28,8946433.18
0,96,0,0,23.77,0.04,64.44,599.62,12693145.76
0,128,0,0,37.4,0.04,89.91,627.44,17736758.79
0,192,0,0,24.95,0.03,88.53,411.91,17968960.69
0,256,0,0,18.37,0.02,91.81,320.36,18728263.11
0,442,0,0,17.63,0.01,90.41,180.28,17856983.04
0,442,0,0,17.63,0.01,90.41,180.28,17856983.04
0,442,0,0,17.63,0.01,90.41,180.28,17856983.04
0,442,0,0,17.63,0.01,90.41,180.28,17856983.04
0,442,0,0,17.63,0.01,90.41,180.28,17856983.04
0,442,0,0,17.63,0.01,90.41,180.28,17856983.04
8,0,0,0,15296.35,1.15,37.8,15896.35,15441308.1
8,8,0,0,2959.48,0.25,40.34,3559.48,9021633.98
8,16,0,0,1374.98,0.14,40.07,1974.98,8680423.15
8,32,0,0,528.27,0.08,43.1,1128.27,8677078.94
8,48,0,0,233.35,0.06,46.76,833.35,8960149.71
8,64,0,0,118.94,0.05,53.22,718.94,9357240.78
8,72,0,0,104.54,0.05,58.46,704.54,9723839.49
8,96,0,0,29.84,0.04,65.81,599.13,13274049.42
8,128,0,0,38.21,0.04,90.95,624.35,18307405.25
8,192,0,0,30.88,0.03,89.41,411.44,18190685.1
8,256,0,0,30.58,0.02,87.01,301.11,16592983.82
8,342,0,0,28.49,0.02,95.45,246.34,17031388.0
8,342,0,0,28.49,0.02,95.45,246.34,17031388.0
8,342,0,0,28.49,0.02,95.45,246.34,17031388.0
8,342,0,0,28.49,0.02,95.45,246.34,17031388.0
8,342,0,0,28.49,0.02,95.45,246.34,17031388.0
8,342,0,0,28.49,0.02,95.45,246.34,17031388.0
16,0,0,0,5605.89,0.44,29.51,6205.89,15686066.7
16,8,0,0,2365.81,0.21,40.66,2965.81,14182440.22
16,16,0,0,1085.46,0.12,38.2,1685.46,9209684.36
16,32,0,0,434.09,0.07,41.96,1034.09,8960298.41
16,48,0,0,132.94,0.05,42.87,732.94,8814411.33
16,64,0,0,50.79,0.04,45.43,594.66,9019443.19
16,72,0,0,50.49,0.04,54.24,635.48,9667514.21
16,96,0,0,29.13,0.04,65.86,586.85,12755370.22
16,128,0,0,36.76,0.04,83.44,563.63,18007906.01
16,192,0,0,28.41,0.03,97.8,445.2,20500941.74
16,256,0,0,30.21,0.03,119.77,411.12,26356332.42
16,480,0,0,26.02,0.01,125.1,230.78,25493834.43
16,512,0,0,26.02,0.01,124.99,216.28,25060449.39
16,613,0,0,26.02,0.01,125.36,180.55,24069208.97
16,613,0,0,26.02,0.01,125.36,180.55,24069208.97
16,613,0,0,26.02,0.01,125.36,180.55,24069208.97
16,613,0,0,26.02,0.01,125.36,180.55,24069208.97
32,0,0,0,2215.62,0.2,26.78,2815.62,15308804.19
32,8,0,0,1256.95,0.13,34.29,1856.95,13788358.4
32,16,0,0,788.42,0.1,38.07,1388.42,12004415.56
32,32,0,0,276.25,0.06,39.72,876.25,9486814.49
32,48,0,0,70.0,0.04,42.37,670.0,9526422.21
32,64,0,0,50.63,0.04,52.8,650.63,12031817.18
32,72,0,0,33.59,0.04,57.05,633.13,12569705.66
32,96,0,0,33.15,0.04,66.32,566.95,15077783.27
32,128,0,0,31.05,0.03,75.92,496.87,17116930.05
32,192,0,0,28.96,0.02,71.49,318.5,15050931.47
32,256,0,0,28.96,0.01,67.92,229.38,13208459.33
32,320,0,0,28.66,0.01,73.3,199.32,13527131.34
32,320,0,0,28.66,0.01,73.3,199.32,13527131.34
32,320,0,0,28.66,0.01,73.3,199.32,13527131.34
32,320,0,0,28.66,0.01,73.3,199.32,13527131.34
32,320,0,0,28.66,0.01,73.3,199.32,13527131.34
32,320,0,0,28.66,0.01,73.3,199.32,13527131.34
48,0,0,0,1170.18,0.12,25.25,1770.18,15044597.21
48,8,0,0,923.54,0.11,35.38,1523.54,15769456.63
48,16,0,0,706.17,0.09,42.03,1306.17,15808986.27
48,32,0,0,201.32,0.05,40.14,801.32,10016663.55
48,48,0,0,82.19,0.05,46.39,682.19,11412524.96
48,64,0,0,27.21,0.04,50.97,593.3,11458871.35
48,72,0,0,30.35,0.04,56.55,596.09,12843473.77
48,96,0,0,20.97,0.04,63.71,523.35,14193928.76
48,128,0,0,20.97,0.03,58.05,368.46,12434021.39
48,192,0,0,29.97,0.03,97.77,426.59,20440368.02
48,256,0,0,23.69,0.02,103.5,344.04,21434872.01
48,382,0,0,23.69,0.02,106.07,238.83,19721834.13
48,382,0,0,23.69,0.02,106.07,238.83,19721834.13
