num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
8,0,0,0,29476.37,2.15,227.24,30076.37,43765517.51
16,0,0,0,12265.02,0.89,194.4,12865.02,42624165.03
32,0,0,0,6104.05,0.45,202.61,6704.05,43650178.25
48,0,0,0,3953.88,0.29,206.44,4553.88,44053336.48
64,0,0,0,2848.36,0.21,208.43,3448.36,44370105.07
72,0,0,0,2625.0,0.19,219.3,3225.0,45131759.46
96,0,0,0,1730.58,0.13,211.31,2330.58,44639748.6
128,0,0,0,1170.02,0.09,213.98,1770.02,45419632.56
192,0,0,0,634.17,0.05,223.8,1234.17,46333183.59
254,0,0,0,559.98,0.03,235.75,975.09,47233762.84
477,0,0,0,343.83,0.02,293.06,646.46,56828968.51
509,0,0,0,343.83,0.02,293.15,606.25,56845560.62
767,0,0,0,257.02,0.02,401.91,554.1,80380669.83
1021,0,0,0,254.95,0.01,433.87,448.62,82906549.97
2043,0,0,0,152.05,0.01,625.09,323.18,116148365.83
3777,0,0,0,126.01,0.01,850.08,237.86,153483796.33
