num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
0,8,0,0,28285.45,0.21,317.79,35485.45,8602864550.86
0,16,0,0,162.02,0.02,60.48,3376.55,3607124096.95
0,32,0,0,162.02,0.01,57.11,1594.12,1419922800.73
0,48,0,0,162.02,0.01,60.16,1119.52,837027772.45
0,64,0,0,137.41,0.01,71.78,1001.92,1352281076.51
0,72,0,0,137.41,0.0,72.49,899.44,1128566906.96
0,96,0,0,137.41,0.0,77.64,722.43,739063577.9
0,128,0,0,137.41,0.0,86.16,601.31,493226139.38
0,192,0,0,137.41,0.0,101.64,472.88,240943366.88
0,192,0,0,137.41,0.0,101.64,472.88,240943366.88
0,192,0,0,137.41,0.0,101.64,472.88,240943366.88
0,192,0,0,137.41,0.0,101.64,472.88,240943366.88
0,192,0,0,137.41,0.0,101.64,472.88,240943366.88
0,192,0,0,137.41,0.0,101.64,472.88,240943366.88
0,192,0,0,137.41,0.0,101.64,472.88,240943366.88
0,192,0,0,137.41,0.0,101.64,472.88,240943366.88
8,0,0,0,76301.3,0.5,198.55,83501.3,17693209957.85
8,8,0,0,162.32,0.03,64.57,5697.35,7607574892.27
8,16,0,0,162.32,0.02,73.93,3643.88,4395895840.78
8,32,0,0,162.32,0.01,95.62,2503.05,1804569530.4
8,48,0,0,137.71,0.01,121.25,2160.81,2151658332.49
8,64,0,0,137.71,0.01,143.06,1932.64,1411940165.39
8,72,0,0,137.71,0.01,160.37,1932.64,1199143492.73
8,96,0,0,137.71,0.01,199.76,1818.56,800560076.0
8,128,0,0,137.71,0.01,248.29,1704.48,536788274.41
7,142,0,0,137.71,0.0,140.55,859.21,424032066.33
7,142,0,0,137.71,0.0,140.55,859.21,424032066.33
7,142,0,0,137.71,0.0,140.55,859.21,424032066.33
7,142,0,0,137.71,0.0,140.55,859.21,424032066.33
7,142,0,0,137.71,0.0,140.55,859.21,424032066.33
7,142,0,0,137.71,0.0,140.55,859.21,424032066.33
7,142,0,0,137.71,0.0,140.55,859.21,424032066.33
7,142,0,0,137.71,0.0,140.55,859.21,424032066.33
16,0,0,0,885.05,0.05,38.45,8085.05,7676299035.18
16,8,0,0,162.32,0.03,62.48,4556.53,5474867866.98
16,16,0,0,162.32,0.02,74.84,3301.63,3596231903.84
16,32,0,0,162.32,0.01,96.94,2388.97,1575592890.65
16,48,0,0,137.71,0.01,126.38,2160.81,1961192654.36
16,64,0,0,137.71,0.01,147.65,1932.64,1294684255.8
16,72,0,0,137.71,0.01,164.96,1932.64,1130841137.11
16,96,0,0,137.71,0.01,191.28,1704.48,736238296.21
16,128,0,0,137.71,0.01,252.34,1704.48,537598002.3
15,133,0,0,137.71,0.0,123.93,789.36,441357319.69
15,133,0,0,137.71,0.0,123.93,789.36,441357319.69
15,133,0,0,137.71,0.0,123.93,789.36,441357319.69
15,133,0,0,137.71,0.0,123.93,789.36,441357319.69
15,133,0,0,137.71,0.0,123.93,789.36,441357319.69
15,133,0,0,137.71,0.0,123.93,789.36,441357319.69
15,133,0,0,137.71,0.0,123.93,789.36,441357319.69
15,133,0,0,137.71,0.0,123.93,789.36,441357319.69
32,0,0,0,260.05,0.03,56.36,5925.52,10600404199.45
32,8,0,0,162.32,0.02,69.4,3757.96,8523281320.14
32,16,0,0,162.32,0.01,59.99,2187.47,2409059939.31
