num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
0,8,0,0,90974.29,0.59,879.21,98174.29,133592646.11
0,16,0,0,30506.72,0.23,675.37,37706.72,128923330.75
0,32,0,0,11599.18,0.11,673.43,18799.18,130297221.15
0,48,0,0,4558.37,0.07,631.82,11758.37,127406198.37
0,64,0,0,1852.83,0.05,648.59,9052.83,129548141.92
0,72,0,0,686.72,0.05,635.67,7886.72,129090120.02
0,96,0,0,300.93,0.05,806.1,7500.93,166885844.2
0,128,0,0,19.83,0.04,947.85,6614.94,196268150.3
0,192,0,0,30.51,0.04,1389.2,6463.4,268333486.93
0,256,0,0,19.83,0.03,1332.8,4650.73,288248080.88
0,480,0,0,17.94,0.01,1305.25,2429.12,291101094.86
0,512,0,0,17.94,0.01,1238.43,2160.73,273970529.36
0,768,0,0,17.63,0.01,1037.27,1206.5,251404519.37
0,803,0,0,17.63,0.01,1037.51,1147.04,250950956.52
0,803,0,0,17.63,0.01,1037.51,1147.04,250950956.52
0,803,0,0,17.63,0.01,1037.51,1147.04,250950956.52
8,0,0,0,187843.1,1.18,463.77,195043.1,234671262.36
8,8,0,0,39773.44,0.28,532.37,46973.44,163451047.09
8,16,0,0,19368.17,0.16,539.04,26568.17,156327096.92
8,32,0,0,8216.99,0.09,588.93,15416.99,156965103.11
8,48,0,0,3593.41,0.06,605.63,10793.41,166160067.19
8,64,0,0,1357.51,0.05,633.45,8557.51,167193027.3
8,72,0,0,1074.27,0.05,686.58,8274.27,170830806.08
8,96,0,0,194.26,0.04,812.22,7394.26,179149315.77
8,128,0,0,30.26,0.04,990.33,6798.63,233137838.01
8,192,0,0,32.35,0.04,1382.85,6363.47,306085996.43
8,256,0,0,21.22,0.03,1404.71,4861.32,327317899.04
8,480,0,0,22.89,0.02,2027.35,3756.37,459953164.15
8,512,0,0,20.79,0.02,2196.4,3816.28,495479035.54
8,768,0,0,20.79,0.02,2782.65,3227.72,625159067.26
