num_a100,num_h100,num_h200,num_gb200,ttff_s,tbf_s,cost,total_time,energy
0,8,0,0,7370.3,0.58,71.38,7970.3,8443823.83
0,16,0,0,2201.34,0.2,50.18,2801.34,8402816.29
0,32,0,0,658.06,0.09,45.07,1258.06,8161210.36
0,48,0,0,240.72,0.06,45.17,840.72,8202320.41
0,64,0,0,45.95,0.04,46.28,645.95,8348497.19
0,72,0,0,114.09,0.05,57.56,714.09,10860885.06
0,96,0,0,21.91,0.04,61.82,575.24,12442075.92
0,128,0,0,31.9,0.04,85.84,599.08,17447361.07
0,192,0,0,21.6,0.03,93.74,436.12,19523304.25
0,256,0,0,17.42,0.02,85.86,299.61,18278086.41
0,421,0,0,17.28,0.01,84.8,178.66,17487192.56
0,421,0,0,17.28,0.01,84.8,178.66,17487192.56
0,421,0,0,17.28,0.01,84.8,178.66,17487192.56
0,421,0,0,17.28,0.01,84.8,178.66,17487192.56
0,421,0,0,17.28,0.01,84.8,178.66,17487192.56
0,421,0,0,17.28,0.01,84.8,178.66,17487192.56
8,0,0,0,15286.6,1.15,37.77,15886.6,14402185.86
8,8,0,0,2857.97,0.25,39.19,3457.97,10703051.89
8,16,0,0,1317.85,0.14,38.91,1917.85,8587219.94
8,32,0,0,603.45,0.08,45.97,1203.45,8899015.47
8,48,0,0,229.48,0.06,46.54,829.48,8884918.71
8,64,0,0,46.49,0.04,47.85,646.46,8904508.84
8,72,0,0,36.7,0.04,52.83,636.7,10377823.85
8,96,0,0,24.09,0.04,66.14,602.14,13449619.8
8,128,0,0,26.18,0.03,73.69,505.87,14957403.36
8,192,0,0,29.32,0.03,100.61,463.0,19810886.31
8,256,0,0,22.44,0.03,110.68,383.03,22305605.99
8,424,0,0,22.44,0.01,105.38,220.92,19263411.75
8,424,0,0,22.44,0.01,105.38,220.92,19263411.75
8,424,0,0,22.44,0.01,105.38,220.92,19263411.75
8,424,0,0,22.44,0.01,105.38,220.92,19263411.75
8,424,0,0,22.44,0.01,105.38,220.92,19263411.75
8,424,0,0,22.44,0.01,105.38,220.92,19263411.75
16,0,0,0,5374.19,0.43,28.41,5974.19,15458101.95
16,8,0,0,1887.43,0.18,34.11,2487.43,10715533.1
16,16,0,0,1094.39,0.12,38.41,1694.39,9291574.75
16,32,0,0,488.56,0.08,44.17,1088.56,9230286.89
16,48,0,0,160.92,0.05,44.51,760.92,9001532.08
16,64,0,0,49.13,0.04,48.21,631.05,9193960.2
16,72,0,0,42.03,0.04,51.32,601.25,9816799.17
16,96,0,0,29.02,0.04,61.15,544.94,12040823.23
16,128,0,0,26.93,0.03,67.16,453.68,13352464.29
16,192,0,0,24.83,0.03,101.43,461.7,21075750.92
16,256,0,0,22.44,0.02,92.53,317.61,18507256.15
16,343,0,0,22.44,0.02,103.13,264.54,19186902.62
16,343,0,0,22.44,0.02,103.13,264.54,19186902.62
16,768,0,0,22.44,0.01,191.0,220.93,38363174.43
16,1024,0,0,22.44,0.01,158.8,137.96,25105510.32
16,1064,0,0,22.44,0.01,159.68,133.53,25164060.06
16,1064,0,0,22.44,0.01,159.68,133.53,25164060.06
32,0,0,0,2034.39,0.18,25.06,2634.39,14941555.42
32,8,0,0,1219.39,0.13,33.6,1819.39,13782592.54
32,16,0,0,753.47,0.1,37.12,1353.47,11890050.53
32,32,0,0,320.05,0.06,41.71,920.05,9708320.32
32,48,0,0,140.14,0.05,46.81,740.14,9807488.15
32,64,0,0,30.02,0.04,50.31,619.96,10671360.27
32,72,0,0,33.16,0.04,56.12,622.75,12070123.5
32,96,0,0,23.79,0.04,64.38,550.36,13537960.42
32,128,0,0,23.49,0.03,60.63,396.77,11992532.77
32,192,0,0,29.02,0.03,95.53,425.64,19979511.69
32,256,0,0,22.44,0.02,102.1,344.83,21067722.97
32,480,0,0,22.44,0.02,128.1,234.26,25164922.8
32,512,0,0,22.44,0.01,131.32,225.38,25921886.83
32,531,0,0,22.44,0.01,135.25,221.89,26104758.86
32,531,0,0,22.44,0.01,135.25,221.89,26104758.86
32,531,0,0,22.44,0.01,135.25,221.89,26104758.86
32,531,0,0,22.44,0.01,135.25,221.89,26104758.86
48,0,0,0,1110.54,0.12,24.4,1710.54,14860345.64
48,8,0,0,877.11,0.1,34.3,1477.11,15538236.19
48,16,0,0,670.99,0.09,40.9,1270.99,15638846.47
48,32,0,0,177.89,0.05,38.96,777.89,9943853.72
48,48,0,0,68.52,0.05,45.46,668.52,11316275.61
48,64,0,0,25.26,0.04,49.32,574.06,11270617.77
48,72,0,0,28.7,0.04,54.11,570.39,12630728.05
48,96,0,0,19.32,0.03,59.84,491.56,14033987.63
48,128,0,0,19.02,0.03,57.59,365.5,12665196.83
48,192,0,0,24.55,0.03,88.22,384.89,20054326.45
48,256,0,0,17.97,0.02,95.26,316.66,21163037.44
48,480,0,0,17.97,0.01,115.27,208.97,25289770.52
48,512,0,0,17.97,0.01,116.35,198.06,25331103.98
48,547,0,0,17.97,0.01,120.53,190.64,25528238.71
48,547,0,0,17.97,0.01,120.53,190.64,25528238.71
48,547,0,0,17.97,0.01,120.53,190.64,25528238.71
48,547,0,0,17.97,0.01,120.53,190.64,25528238.71
64,0,0,0,679.45,0.09,24.34,1279.45,14874009.46
64,8,0,0,578.73,0.08,32.98,1178.73,15679004.91
64,16,0,0,504.57,0.08,40.8,1104.57,16094516.19
64,32,0,0,165.83,0.05,42.0,765.83,10677982.89
64,48,0,0,41.16,0.04,46.21,635.15,13261962.26
64,64,0,0,26.55,0.04,51.99,573.41,13998171.7
64,72,0,0,28.7,0.04,53.24,534.4,13494050.01
64,96,0,0,19.02,0.03,59.26,468.47,15006897.57
64,128,0,0,17.97,0.03,60.21,370.98,14300065.02
64,192,0,0,24.55,0.03,87.91,375.75,20297954.92
64,256,0,0,17.97,0.02,94.8,310.22,21357002.07
64,480,0,0,17.97,0.01,114.55,205.89,25402856.83
64,512,0,0,17.97,0.01,117.44,198.31,25568475.49
64,536,0,0,17.97,0.01,119.19,192.53,25678812.66
64,536,0,0,17.97,0.01,119.19,192.53,25678812.66
64,536,0,0,17.97,0.01,119.19,192.53,25678812.66
64,536,0,0,17.97,0.01,119.19,192.53,25678812.66
72,0,0,0,583.52,0.08,25.33,1183.52,15097472.56
72,8,0,0,549.07,0.08,34.88,1149.07,18701888.78
72,16,0,0,490.5,0.08,42.87,1090.5,19692464.23
72,32,0,0,112.29,0.05,40.76,712.29,11291886.55
72,48,0,0,39.17,0.04,46.35,616.87,13748795.45
72,64,0,0,24.55,0.04,51.78,556.46,14443392.81
72,72,0,0,26.6,0.04,58.0,568.62,16213257.19
72,96,0,0,19.02,0.03,58.67,455.26,15097465.54
72,128,0,0,17.97,0.03,59.61,361.94,14372621.75
72,192,0,0,24.25,0.03,87.99,372.32,20407119.52
72,256,0,0,17.97,0.02,94.8,307.83,22762404.16
72,480,0,0,17.97,0.01,114.35,204.67,25466102.48
72,512,0,0,17.97,0.01,117.52,197.66,25648900.35
72,535,0,0,17.97,0.01,119.38,192.12,25750483.86
72,535,0,0,17.97,0.01,119.38,192.12,25750483.86
72,535,0,0,17.97,0.01,119.38,192.12,25750483.86
72,535,0,0,17.97,0.01,119.38,192.12,25750483.86
96,0,0,0,337.35,0.06,26.75,937.35,15522823.42
96,8,0,0,283.46,0.06,33.12,883.46,17043375.67
96,16,0,0,299.91,0.06,41.8,899.91,20115419.58
96,32,0,0,88.61,0.05,44.32,688.61,12197041.18
96,48,0,0,31.43,0.04,49.84,605.81,17305345.74
96,64,0,0,24.1,0.04,57.65,575.46,18458624.55
96,72,0,0,25.56,0.04,56.71,519.67,17490506.34
96,96,0,0,19.32,0.03,55.95,411.39,15262962.62
96,128,0,0,17.97,0.02,57.43,334.22,14757050.53
96,192,0,0,24.25,0.02,83.39,342.49,20380418.27
96,256,0,0,17.97,0.02,92.77,294.41,22916208.73
96,480,0,0,17.97,0.01,115.78,204.61,25755223.1
96,512,0,0,17.97,0.01,117.34,195.02,25811756.85
96,542,0,0,17.97,0.01,120.83,189.54,25999876.86
96,542,0,0,17.97,0.01,120.83,189.54,25999876.86
96,542,0,0,17.97,0.01,120.83,189.54,25999876.86
96,542,0,0,17.97,0.01,120.83,189.54,25999876.86
128,0,0,0,245.34,0.06,32.16,845.34,20578098.7
